順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
483,エンペリー,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,102,38,122.9,7.1着,5.4人気,24.3,720,270,0,0.0%,0.0%,0.0%,117.91,13.10,54.96
484,オウインスパイアリング,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,33,17,169.8,8.1着,8.3人気,55.6,300,160,0,0.0%,0.0%,0.0%,119.43,13.27,54.26
485,ヘネシー,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,1035,185,267.5,7.7着,8.7人気,78.9,7250,1300,0,0.0%,0.0%,0.0%,115.66,12.85,56.03
486,テイエムジャンボ,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,142,34,492.5,6.2着,10.4人気,132.0,710,170,0,0.0%,0.0%,0.0%,115.56,12.84,56.07
487,ガダボート,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,507,87,210.3,5.0着,3.8人気,11.0,2030,350,0,0.0%,0.0%,0.0%,116.63,12.96,55.56
488,エルソプラノ,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,46,33,90.1,3.3着,2.3人気,4.0,140,100,0,0.0%,0.0%,0.0%,120.73,13.41,53.67
489,"Lion Cavern",  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,215,48,132.0,7.0着,7.0人気,57.0,1940,440,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
490,ロジンスキー,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,131,36,216.4,6.4着,7.4人気,26.5,1050,290,0,0.0%,0.0%,0.0%,119.05,13.23,54.43
491,Meadowlake,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,48,20,159.3,9.6着,7.0人気,27.0,390,160,0,0.0%,0.0%,0.0%,115.78,12.86,55.97
492,マルカシェンク,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,100,40,126.1,6.4着,6.4人気,81.8,700,280,0,0.0%,0.0%,0.0%,115.91,12.88,55.90
493,スズカストリート,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,85,23,333.6,7.3着,7.8人気,58.3,510,140,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
494,ゴールドマサユキ,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,142,46,193.5,5.6着,6.0人気,25.8,710,230,0,0.0%,0.0%,0.0%,117.32,13.04,55.23
495,Hansel,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,105,57,226.4,6.3着,6.5人気,13.8,420,230,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
496,Tapizar,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,80,46,127.4,5.7着,2.7人気,6.0,240,140,0,0.0%,0.0%,0.0%,114.83,12.76,56.43
497,Arch,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,456,110,625.2,6.7着,6.3人気,20.0,1370,330,0,0.0%,0.0%,0.0%,115.93,12.88,55.89
498,ミスキャスト,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,90,55,165.8,2.5着,4.0人気,11.4,180,110,0,0.0%,0.0%,0.0%,115.25,12.81,56.23
499,"Saint Cyrien",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,185,65,301.2,2.5着,5.0人気,10.0,370,130,0,0.0%,0.0%,0.0%,116.05,12.89,55.84
500,ムーンバラッド,  1-  0-  0- 19/ 20,5.0%,5.0%,5.0%,336,81,227.4,9.2着,10.5人気,147.0,6720,1620,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
501,スタチューオブリバティ,  1-  0-  0- 12/ 13,7.7%,7.7%,7.7%,198,58,222.3,9.3着,9.4人気,71.2,2580,760,0,0.0%,0.0%,0.0%,115.03,12.78,56.33
502,カツテイングブレード,  1-  0-  0-  9/ 10,10.0%,10.0%,10.0%,52,15,144.2,7.8着,7.4人気,39.9,520,150,0,0.0%,0.0%,0.0%,118.92,13.21,54.49
503,サニーブライアン,  1-  0-  0- 22/ 23,4.3%,4.3%,4.3%,33,9,132.3,9.6着,9.5人気,117.1,780,210,0,0.0%,0.0%,0.0%,116.84,12.98,55.46
504,Tapit,  1-  0-  0-  9/ 10,10.0%,10.0%,10.0%,57,19,163.8,9.0着,9.7人気,74.3,570,190,0,0.0%,0.0%,0.0%,114.38,12.71,56.65
505,セクレト,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,261,56,312.4,7.4着,8.9人気,61.2,2350,510,0,0.0%,0.0%,0.0%,116.54,12.95,55.60
506,ミシックトライブ,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,345,81,361.6,6.0着,8.9人気,84.1,2420,570,0,0.0%,0.0%,0.0%,114.91,12.77,56.39
507,マチカネイワシミズ,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,880,160,364.7,5.4着,7.8人気,25.8,4400,800,0,0.0%,0.0%,0.0%,117.52,13.06,55.14
508,ネーハイジエツト,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,40,24,132.4,6.0着,5.2人気,13.6,200,120,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
509,ステツピングトム,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,32,22,121.9,6.6着,6.6人気,40.7,160,110,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
510,Galileo,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,64,36,167.6,7.0着,4.8人気,14.8,320,180,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
511,Mineshaft,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,175,40,182.1,4.8着,4.3人気,8.4,700,160,0,0.0%,0.0%,0.0%,112.33,12.48,57.69
512,スピニングワールド,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,123,43,232.1,4.0着,3.7人気,19.0,370,130,0,0.0%,0.0%,0.0%,118.77,13.20,54.56
513,Boundary,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,73,43,207.5,5.0着,7.0人気,74.0,220,130,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
514,"Reference Point",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,70,50,134.0,3.0着,3.5人気,16.3,140,100,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
515,"Flashy Bull",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,460,140,742.2,3.0着,7.0人気,23.8,920,280,0,0.0%,0.0%,0.0%,113.95,12.66,56.87
516,ファスリエフ,  1-  0-  0- 16/ 17,5.9%,5.9%,5.9%,902,211,227.0,9.4着,10.2人気,151.7,15350,3590,0,0.0%,0.0%,0.0%,116.02,12.89,55.85
517,サイドチヤペル,  1-  0-  0- 14/ 15,6.7%,6.7%,6.7%,118,33,172.9,9.0着,10.0人気,74.2,1770,500,0,0.0%,0.0%,0.0%,118.05,13.12,54.89
518,バンブトンコート,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,20,17,106.2,8.6着,8.7人気,42.0,140,120,0,0.0%,0.0%,0.0%,117.64,13.07,55.08
519,スルーオダイナ,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,2523,341,577.4,7.0着,9.2人気,71.3,15140,2050,0,0.0%,0.0%,0.0%,117.95,13.11,54.94
520,クルセダーキヤツスル,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,26,18,110.4,8.0着,6.3人気,17.4,160,110,0,0.0%,0.0%,0.0%,117.93,13.10,54.95
521,ベーカバド,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,96,54,296.1,9.6着,8.4人気,121.5,480,270,0,0.0%,0.0%,0.0%,116.86,12.98,55.45
522,ナオキ,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,60,24,161.4,7.8着,6.6人気,25.2,300,120,0,0.0%,0.0%,0.0%,117.25,13.03,55.27
523,ロイヤルウエスト,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,372,115,1034.0,9.3着,9.5人気,137.6,1490,460,0,0.0%,0.0%,0.0%,115.25,12.81,56.23
524,イクスクルシヴヌレイエフ,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,122,47,397.8,8.0着,9.0人気,69.3,490,190,0,0.0%,0.0%,0.0%,118.08,13.12,54.88
525,アサカシルバー,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,110,42,347.5,8.0着,7.8人気,39.9,440,170,0,0.0%,0.0%,0.0%,116.07,12.90,55.83
526,"Esprit Du Nord",  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,287,67,531.4,7.5着,8.0人気,25.6,1150,270,0,0.0%,0.0%,0.0%,116.15,12.91,55.79
527,モガミヤシマ,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,676,126,1393.5,6.7着,9.3人気,118.9,2030,380,0,0.0%,0.0%,0.0%,117.77,13.09,55.02
528,モガミチャンピオン,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,216,73,592.5,9.0着,9.7人気,153.9,650,220,0,0.0%,0.0%,0.0%,113.57,12.62,57.06
529,ハンザダンサー,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,110,63,169.8,6.0着,3.0人気,6.0,330,190,0,0.0%,0.0%,0.0%,116.17,12.91,55.78
530,ネイティヴハート,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,1363,263,2272.0,8.3着,12.3人気,139.9,4090,790,0,0.0%,0.0%,0.0%,115.33,12.81,56.18
531,トップクラス,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,963,356,1049.7,5.0着,9.3人気,80.9,2890,1070,0,0.0%,0.0%,0.0%,116.93,12.99,55.42
532,"Sunshine Forever",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,276,80,528.2,8.3着,6.3人気,32.8,830,240,0,0.0%,0.0%,0.0%,115.47,12.83,56.12
533,Roar,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,60,33,108.7,6.0着,3.0人気,5.4,180,100,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
534,"Redoute's Choice",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,163,63,352.0,7.7着,6.0人気,18.3,490,190,0,0.0%,0.0%,0.0%,121.63,13.51,53.27
535,"Maria's Mon",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,4866,1320,653.4,7.0着,8.3人気,67.1,14600,3960,0,0.0%,0.0%,0.0%,115.97,12.89,55.88
536,"Hold That Tiger",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,63,36,176.3,9.3着,8.3人気,44.1,190,110,0,0.0%,0.0%,0.0%,115.77,12.86,55.97
537,"Dixie Union",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,853,140,404.0,5.0着,5.0人気,16.8,2560,420,0,0.0%,0.0%,0.0%,116.43,12.94,55.65
538,Diesis,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,196,83,400.0,8.3着,6.0人気,35.7,590,250,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
539,"Black Tie Affair",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,70,33,110.1,4.7着,2.0人気,3.9,210,100,0,0.0%,0.0%,0.0%,115.37,12.82,56.17
540,Affirmed,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,50,36,83.1,6.0着,1.7人気,3.2,150,110,0,0.0%,0.0%,0.0%,116.73,12.97,55.51
541,マルゼンスター,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,1685,350,1674.9,4.0着,8.0人気,33.5,3370,700,0,0.0%,0.0%,0.0%,116.75,12.97,55.50
542,Topsider,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,60,50,83.1,7.0着,1.0人気,2.0,120,100,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
543,"New Approach",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,875,360,870.0,5.0着,6.0人気,17.4,1750,720,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
544,"Mizzen Mast",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,280,100,495.2,4.0着,4.0人気,24.2,560,200,0,0.0%,0.0%,0.0%,114.85,12.76,56.42
545,"Golden Missile",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,130,65,159.1,6.0着,1.5人気,3.4,260,130,0,0.0%,0.0%,0.0%,112.75,12.53,57.47
546,ローズリーフ2,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,290,120,290.0,1.0着,1.0人気,2.9,290,120,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
547,ヤングラツキー,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,480,130,480.0,1.0着,3.0人気,4.8,480,130,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
548,ノワケ,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,2880,420,2880.0,1.0着,8.0人気,28.8,2880,420,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
549,トライバルセンプー,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,130,110,130.0,1.0着,1.0人気,1.3,130,110,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
550,トーセンブライト,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,170,110,170.0,1.0着,1.0人気,1.7,170,110,0,0.0%,0.0%,0.0%,112.90,12.54,57.40
551,スピリツトガンモ,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,580,250,580.0,1.0着,3.0人気,5.8,580,250,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
552,シンバー,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,630,200,630.0,1.0着,2.0人気,6.3,630,200,0,0.0%,0.0%,0.0%,113.70,12.63,56.99
553,シナノリンボー,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,570,200,570.0,1.0着,3.0人気,5.7,570,200,0,0.0%,0.0%,0.0%,119.80,13.31,54.09
554,Shotiche,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,680,170,680.0,1.0着,3.0人気,6.8,680,170,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
555,"Quest for Fame",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,150,130,150.0,1.0着,1.0人気,1.5,150,130,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
556,"Northern Afleet",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,3730,710,3730.0,1.0着,7.0人気,37.3,3730,710,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
557,"Jade Hunter",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,230,150,230.0,1.0着,1.0人気,2.3,230,150,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
558,"Benny the Dip",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,300,140,300.0,1.0着,1.0人気,3.0,300,140,0,0.0%,0.0%,0.0%,115.30,12.81,56.20
559,スターオブコジーン,  0-  6-  4- 47/ 57,0.0%,10.5%,17.5%,0,85,0.0,7.1着,6.9人気,55.1,,486,0,0.0%,10.5%,7.0%,116.12,12.90,55.80
560,サクラバクシンオー,  0-  6-  1- 30/ 37,0.0%,16.2%,18.9%,0,74,0.0,8.4着,7.9人気,78.2,,396,0,0.0%,16.2%,2.7%,116.19,12.91,55.77
561,ヴァーミリアン,  0-  5-  8- 63/ 76,0.0%,6.6%,17.1%,0,39,0.0,8.3着,8.3人気,107.8,,248,0,0.0%,6.6%,10.5%,115.98,12.89,55.87
562,ブラヴオー,  0-  5-  1- 12/ 18,0.0%,27.8%,33.3%,0,48,0.0,6.1着,5.8人気,20.6,,147,0,0.0%,27.8%,5.6%,116.44,12.94,55.65
563,"Clever Trick",  0-  5-  0-  5/ 10,0.0%,50.0%,50.0%,0,83,0.0,6.4着,4.0人気,13.3,,166,0,0.0%,50.0%,0.0%,116.04,12.89,55.84
564,ミホシンザン,  0-  4-  2- 26/ 32,0.0%,12.5%,18.8%,0,45,0.0,6.0着,5.4人気,30.3,,243,0,0.0%,12.5%,6.3%,117.44,13.05,55.18
565,ムーンマツドネス,  0-  4-  1-  7/ 12,0.0%,33.3%,41.7%,0,78,0.0,5.6着,5.2人気,19.5,,188,0,0.0%,33.3%,8.3%,117.23,13.03,55.27
566,シアトルダンサー2,  0-  4-  1- 17/ 22,0.0%,18.2%,22.7%,0,191,0.0,8.6着,9.5人気,124.5,,844,0,0.0%,18.2%,4.5%,117.66,13.07,55.07
567,コマンズ,  0-  4-  0- 12/ 16,0.0%,25.0%,25.0%,0,55,0.0,7.7着,7.4人気,58.7,,220,0,0.0%,25.0%,0.0%,115.21,12.80,56.25
568,オンファイア,  0-  4-  0- 18/ 22,0.0%,18.2%,18.2%,0,52,0.0,7.9着,7.7人気,66.3,,288,0,0.0%,18.2%,0.0%,116.64,12.96,55.56
569,エイシンサンディ,  0-  3-  2- 23/ 28,0.0%,10.7%,17.9%,0,132,0.0,7.5着,8.6人気,99.0,,742,0,0.0%,10.7%,7.1%,115.94,12.88,55.89
570,ルーラーシップ,  0-  3-  1- 30/ 34,0.0%,8.8%,11.8%,0,50,0.0,8.2着,6.6人気,53.8,,430,0,0.0%,8.8%,2.9%,116.49,12.94,55.63
571,スクワートルスクワート,  0-  3-  1- 19/ 23,0.0%,13.0%,17.4%,0,126,0.0,8.0着,9.1人気,82.1,,725,0,0.0%,13.0%,4.3%,115.08,12.79,56.31
572,フォーティナイナーズサン,  0-  3-  1- 16/ 20,0.0%,15.0%,20.0%,0,47,0.0,8.0着,9.4人気,109.9,,235,0,0.0%,15.0%,5.0%,116.57,12.95,55.59
573,ブライトフイニツシユ,  0-  3-  1-  8/ 12,0.0%,25.0%,33.3%,0,45,0.0,6.2着,5.3人気,32.6,,138,0,0.0%,25.0%,8.3%,117.22,13.02,55.28
574,キングオブダービー,  0-  3-  1- 15/ 19,0.0%,15.8%,21.1%,0,58,0.0,7.8着,7.5人気,36.3,,280,0,0.0%,15.8%,5.3%,117.58,13.06,55.11
575,"Afternoon Deelites",  0-  3-  1-  5/  9,0.0%,33.3%,44.4%,0,120,0.0,5.8着,6.6人気,31.8,,270,0,0.0%,33.3%,11.1%,113.98,12.66,56.85
576,"Indian Charlie",  0-  3-  0-  1/  4,0.0%,75.0%,75.0%,0,102,0.0,4.5着,2.0人気,4.0,,137,0,0.0%,75.0%,0.0%,115.30,12.81,56.20
577,ニツポーテイオー,  0-  2-  8- 29/ 39,0.0%,5.1%,25.6%,0,99,0.0,6.9着,6.7人気,35.8,,432,0,0.0%,5.1%,20.5%,116.23,12.91,55.75
578,ワカオライデン,  0-  2-  4- 16/ 22,0.0%,9.1%,27.3%,0,189,0.0,6.5着,8.9人気,81.0,,695,0,0.0%,9.1%,18.2%,115.78,12.86,55.97
579,メイショウドトウ,  0-  2-  3- 26/ 31,0.0%,6.5%,16.1%,0,67,0.0,7.9着,8.1人気,74.0,,420,0,0.0%,6.5%,9.7%,116.74,12.97,55.51
580,ウォーニング,  0-  2-  3- 21/ 26,0.0%,7.7%,19.2%,0,42,0.0,7.7着,8.7人気,104.0,,222,0,0.0%,7.7%,11.5%,116.91,12.99,55.43
581,ダイナコスモス,  0-  2-  2- 23/ 27,0.0%,7.4%,14.8%,0,25,0.0,7.0着,6.0人気,43.4,,172,0,0.0%,7.4%,7.4%,117.51,13.06,55.15
582,メイショウオウドウ,  0-  2-  2- 20/ 24,0.0%,8.3%,16.7%,0,34,0.0,8.3着,9.5人気,133.9,,205,0,0.0%,8.3%,8.3%,115.87,12.87,55.93
583,アドマイヤドン,  0-  2-  2- 12/ 16,0.0%,12.5%,25.0%,0,273,0.0,8.1着,8.4人気,101.5,,1092,0,0.0%,12.5%,12.5%,115.83,12.87,55.94
584,タイムパラドックス,  0-  2-  2- 20/ 24,0.0%,8.3%,16.7%,0,49,0.0,8.1着,7.2人気,61.3,,298,0,0.0%,8.3%,8.3%,114.84,12.76,56.43
585,ユウトウセイ,  0-  2-  2-  3/  7,0.0%,28.6%,57.1%,0,254,0.0,4.7着,6.3人気,23.9,,445,0,0.0%,28.6%,28.6%,116.13,12.90,55.80
586,スポーツキー,  0-  2-  2- 10/ 14,0.0%,14.3%,28.6%,0,46,0.0,7.4着,7.6人気,42.6,,162,0,0.0%,14.3%,14.3%,118.26,13.14,54.80
587,アドマイヤマックス,  0-  2-  2- 20/ 24,0.0%,8.3%,16.7%,0,73,0.0,8.6着,10.3人気,120.1,,440,0,0.0%,8.3%,8.3%,115.73,12.86,55.99
588,プラウドデボネア,  0-  2-  2-  1/  5,0.0%,40.0%,80.0%,0,116,0.0,3.0着,3.0人気,7.2,,145,0,0.0%,40.0%,40.0%,113.58,12.62,57.05
589,アドマイヤベガ,  0-  2-  1- 41/ 44,0.0%,4.5%,6.8%,0,15,0.0,9.1着,8.8人気,98.2,,220,0,0.0%,4.5%,2.3%,117.40,13.04,55.20
590,スーパークリーク,  0-  2-  1-  9/ 12,0.0%,16.7%,25.0%,0,50,0.0,5.6着,6.3人気,44.2,,203,0,0.0%,16.7%,8.3%,116.87,12.99,55.45
591,ダンスホール,  0-  2-  1- 10/ 13,0.0%,15.4%,23.1%,0,196,0.0,6.6着,6.2人気,56.1,,853,0,0.0%,15.4%,7.7%,115.69,12.85,56.01
592,ノボトゥルー,  0-  2-  1-  4/  7,0.0%,28.6%,42.9%,0,297,0.0,5.3着,6.7人気,31.9,,693,0,0.0%,28.6%,14.3%,113.80,12.64,56.94
593,Choisir,  0-  2-  1-  3/  6,0.0%,33.3%,50.0%,0,201,0.0,4.0着,4.8人気,28.6,,403,0,0.0%,33.3%,16.7%,113.17,12.57,57.26
594,メジロテイターン,  0-  2-  1-  8/ 11,0.0%,18.2%,27.3%,0,99,0.0,6.9着,6.7人気,27.2,,545,0,0.0%,18.2%,9.1%,117.10,13.01,55.34
595,ファストトパーズ,  0-  2-  1-  3/  6,0.0%,33.3%,50.0%,0,75,0.0,4.8着,2.3人気,5.7,,150,0,0.0%,33.3%,16.7%,115.85,12.87,55.93
596,テユデナム,  0-  2-  1-  7/ 10,0.0%,20.0%,30.0%,0,63,0.0,8.3着,9.4人気,46.4,,210,0,0.0%,20.0%,10.0%,117.38,13.04,55.21
597,サムライハート,  0-  2-  1- 16/ 19,0.0%,10.5%,15.8%,0,85,0.0,8.6着,9.6人気,151.6,,543,0,0.0%,10.5%,5.3%,116.34,12.93,55.70
598,ロングエース,  0-  2-  1-  8/ 11,0.0%,18.2%,27.3%,0,55,0.0,7.4着,6.7人気,24.5,,203,0,0.0%,18.2%,9.1%,118.21,13.13,54.82
599,ステインテイノ,  0-  2-  1-  6/  9,0.0%,22.2%,33.3%,0,40,0.0,6.7着,5.7人気,22.5,,120,0,0.0%,22.2%,11.1%,116.74,12.97,55.51
600,"Persian Bold",  0-  2-  1-  4/  7,0.0%,28.6%,42.9%,0,82,0.0,7.0着,6.6人気,28.4,,193,0,0.0%,28.6%,14.3%,116.82,12.98,55.47
601,リマンド,  0-  2-  1-  4/  7,0.0%,28.6%,42.9%,0,105,0.0,5.1着,6.9人気,24.2,,247,0,0.0%,28.6%,14.3%,116.87,12.99,55.45
602,Stravinsky,  0-  2-  1-  4/  7,0.0%,28.6%,42.9%,0,60,0.0,7.1着,4.0人気,15.7,,140,0,0.0%,28.6%,14.3%,114.91,12.77,56.39
603,"Two Punch",  0-  2-  1-  0/  3,0.0%,66.7%,100.0%,0,180,0.0,2.3着,3.0人気,4.7,,180,0,0.0%,66.7%,33.3%,115.67,12.85,56.02
604,メイショウホムラ,  0-  2-  0- 17/ 19,0.0%,10.5%,10.5%,0,210,0.0,8.4着,9.1人気,109.6,,1995,0,0.0%,10.5%,0.0%,116.23,12.91,55.75
605,"Deputy Minister",  0-  2-  0- 15/ 17,0.0%,11.8%,11.8%,0,41,0.0,7.5着,6.3人気,19.5,,355,0,0.0%,11.8%,0.0%,115.09,12.79,56.30
606,ロイヤルニジンスキー,  0-  2-  0- 10/ 12,0.0%,16.7%,16.7%,0,23,0.0,6.0着,6.3人気,40.3,,140,0,0.0%,16.7%,0.0%,117.28,13.03,55.25
607,ヴアリイフオージユ,  0-  2-  0- 13/ 15,0.0%,13.3%,13.3%,0,20,0.0,8.3着,7.8人気,48.8,,150,0,0.0%,13.3%,0.0%,118.33,13.15,54.76
608,ヤマニンゼファー,  0-  2-  0- 18/ 20,0.0%,10.0%,10.0%,0,15,0.0,9.3着,9.0人気,88.5,,155,0,0.0%,10.0%,0.0%,116.50,12.94,55.62
609,インデエアンキング,  0-  2-  0-  9/ 11,0.0%,18.2%,18.2%,0,144,0.0,7.0着,6.1人気,37.1,,795,0,0.0%,18.2%,0.0%,118.85,13.21,54.52
610,カツトツプエース,  0-  2-  0-  8/ 10,0.0%,20.0%,20.0%,0,62,0.0,6.8着,6.0人気,18.6,,310,0,0.0%,20.0%,0.0%,118.06,13.12,54.89
611,ダンツシアトル,  0-  2-  0-  3/  5,0.0%,40.0%,40.0%,0,364,0.0,5.8着,4.2人気,19.6,,910,0,0.0%,40.0%,0.0%,116.48,12.94,55.63
612,ソウルオブザマター,  0-  2-  0- 25/ 27,0.0%,7.4%,7.4%,0,21,0.0,9.1着,8.4人気,67.9,,290,0,0.0%,7.4%,0.0%,116.40,12.93,55.67
613,メイワパツサー,  0-  2-  0-  7/  9,0.0%,22.2%,22.2%,0,111,0.0,6.3着,10.6人気,53.9,,500,0,0.0%,22.2%,0.0%,115.99,12.89,55.87
614,ヴィジョン,  0-  2-  0-  8/ 10,0.0%,20.0%,20.0%,0,83,0.0,6.6着,8.0人気,77.8,,415,0,0.0%,20.0%,0.0%,116.69,12.97,55.53
615,Congrats,  0-  2-  0-  2/  4,0.0%,50.0%,50.0%,0,62,0.0,5.3着,3.8人気,27.1,,125,0,0.0%,50.0%,0.0%,115.93,12.88,55.90
616,"Cape Town",  0-  2-  0-  1/  3,0.0%,66.7%,66.7%,0,83,0.0,3.0着,1.3人気,3.5,,125,0,0.0%,66.7%,0.0%,115.07,12.79,56.32
617,"Honour and Glory",  0-  2-  0-  5/  7,0.0%,28.6%,28.6%,0,50,0.0,8.6着,8.4人気,68.0,,175,0,0.0%,28.6%,0.0%,115.41,12.82,56.15
618,フレンチグローリー,  0-  2-  0-  3/  5,0.0%,40.0%,40.0%,0,94,0.0,6.6着,8.4人気,77.2,,235,0,0.0%,40.0%,0.0%,116.00,12.89,55.86
619,"Devil His Due",  0-  2-  0-  2/  4,0.0%,50.0%,50.0%,0,70,0.0,7.8着,2.3人気,5.1,,140,0,0.0%,50.0%,0.0%,114.88,12.76,56.41
620,ホクトフラツグ,  0-  2-  0-  1/  3,0.0%,66.7%,66.7%,0,106,0.0,5.3着,4.7人気,9.1,,160,0,0.0%,66.7%,0.0%,115.83,12.87,55.94
621,オジジアン,  0-  1-  5- 35/ 41,0.0%,2.4%,14.6%,0,41,0.0,7.4着,8.5人気,72.1,,285,0,0.0%,2.4%,12.2%,116.02,12.89,55.85
622,シャーディー,  0-  1-  3- 21/ 25,0.0%,4.0%,16.0%,0,60,0.0,7.8着,7.6人気,60.5,,507,0,0.0%,4.0%,12.0%,116.56,12.95,55.60
623,アイネスフウジン,  0-  1-  3- 17/ 21,0.0%,4.8%,19.0%,0,44,0.0,6.7着,6.3人気,34.9,,235,0,0.0%,4.8%,14.3%,115.96,12.88,55.88
624,アドマイヤジャパン,  0-  1-  3- 24/ 28,0.0%,3.6%,14.3%,0,25,0.0,8.5着,9.1人気,130.5,,178,0,0.0%,3.6%,10.7%,117.04,13.00,55.37
625,"Cherokee Run",  0-  1-  3-  4/  8,0.0%,12.5%,50.0%,0,232,0.0,6.5着,9.1人気,87.6,,465,0,0.0%,12.5%,37.5%,113.00,12.56,57.35
