順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
737,"Colonial Affair",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,55,0.0,7.5着,2.0人気,5.4,,110,0,0.0%,50.0%,0.0%,116.60,12.96,55.57
738,ロイヤルグルーム,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,560,0.0,2.0着,8.0人気,25.6,,560,0,0.0%,100.0%,0.0%,116.00,12.89,55.86
739,スーパーサム,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,190,0.0,2.0着,2.0人気,5.0,,190,0,0.0%,100.0%,0.0%,114.80,12.76,56.45
740,サンキヨーシヨウリ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,300,0.0,2.0着,6.0人気,10.4,,300,0,0.0%,100.0%,0.0%,116.30,12.92,55.72
741,カラード,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,260,0.0,2.0着,3.0人気,5.1,,260,0,0.0%,100.0%,0.0%,113.90,12.66,56.89
742,Twining,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,2.0,,110,0,0.0%,100.0%,0.0%,113.90,12.66,56.89
743,"Successful Appeal",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,720,0.0,2.0着,11.0人気,37.2,,720,0,0.0%,100.0%,0.0%,112.20,12.47,57.75
744,"Lively One",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,140,0.0,2.0着,1.0人気,4.0,,140,0,0.0%,100.0%,0.0%,115.50,12.83,56.10
745,Horatius,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,150,0.0,2.0着,4.0人気,8.7,,150,0,0.0%,100.0%,0.0%,115.90,12.88,55.91
746,Henrythenavigator,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,1.0人気,2.2,,120,0,0.0%,100.0%,0.0%,115.70,12.86,56.01
747,"Henny Hughes",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,150,0.0,2.0着,1.0人気,3.0,,150,0,0.0%,100.0%,0.0%,109.70,12.19,59.07
748,"Fred Astaire",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.8,,110,0,0.0%,100.0%,0.0%,116.70,12.97,55.53
749,"Cape Blanco",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,290,0.0,2.0着,6.0人気,17.5,,290,0,0.0%,100.0%,0.0%,113.00,12.56,57.35
750,ミルフオード,  0-  0-  4- 19/ 23,0.0%,0.0%,17.4%,0,83,0.0,7.4着,7.2人気,32.7,,478,0,0.0%,0.0%,17.4%,119.02,13.22,54.44
751,キタノダイオー,  0-  0-  3-  6/  9,0.0%,0.0%,33.3%,0,123,0.0,6.2着,5.3人気,13.3,,370,0,0.0%,0.0%,33.3%,115.66,12.85,56.03
752,ラストタイクーン,  0-  0-  3- 22/ 25,0.0%,0.0%,12.0%,0,36,0.0,9.3着,8.9人気,75.3,,307,0,0.0%,0.0%,12.0%,117.63,13.07,55.09
753,サテインゴ,  0-  0-  2- 14/ 16,0.0%,0.0%,12.5%,0,51,0.0,6.8着,8.6人気,42.0,,410,0,0.0%,0.0%,12.5%,116.95,12.99,55.41
754,ビシヨツプボブ,  0-  0-  2- 24/ 26,0.0%,0.0%,7.7%,0,15,0.0,7.2着,7.8人気,40.5,,195,0,0.0%,0.0%,7.7%,116.45,12.94,55.64
755,ベルマン,  0-  0-  2-  5/  7,0.0%,0.0%,28.6%,0,60,0.0,4.6着,4.0人気,12.2,,210,0,0.0%,0.0%,28.6%,116.09,12.90,55.82
756,ボストンハーバー,  0-  0-  2- 19/ 21,0.0%,0.0%,9.5%,0,67,0.0,9.6着,10.8人気,158.4,,705,0,0.0%,0.0%,9.5%,117.62,13.07,55.09
757,フラツシユオブステイール,  0-  0-  2- 13/ 15,0.0%,0.0%,13.3%,0,27,0.0,6.5着,5.6人気,19.3,,205,0,0.0%,0.0%,13.3%,118.39,13.15,54.74
758,アドマイヤコジーン,  0-  0-  2- 18/ 20,0.0%,0.0%,10.0%,0,56,0.0,7.8着,9.5人気,100.2,,560,0,0.0%,0.0%,10.0%,116.63,12.96,55.56
759,デザートストーリー,  0-  0-  2- 10/ 12,0.0%,0.0%,16.7%,0,47,0.0,7.8着,8.3人気,64.2,,285,0,0.0%,0.0%,16.7%,115.71,12.86,56.00
760,スズカコバン,  0-  0-  2- 16/ 18,0.0%,0.0%,11.1%,0,55,0.0,8.6着,9.3人気,71.1,,495,0,0.0%,0.0%,11.1%,117.47,13.05,55.16
761,"Royal Academy",  0-  0-  2-  9/ 11,0.0%,0.0%,18.2%,0,159,0.0,9.1着,9.3人気,69.1,,875,0,0.0%,0.0%,18.2%,116.79,12.98,55.48
762,ヘニーヒューズ,  0-  0-  2- 12/ 14,0.0%,0.0%,14.3%,0,16,0.0,7.1着,6.9人気,81.4,,115,0,0.0%,0.0%,14.3%,117.32,13.04,55.23
763,マイスワロー,  0-  0-  2-  5/  7,0.0%,0.0%,28.6%,0,167,0.0,8.3着,9.7人気,76.3,,585,0,0.0%,0.0%,28.6%,119.14,13.24,54.39
764,サクラプレジデント,  0-  0-  2- 15/ 17,0.0%,0.0%,11.8%,0,77,0.0,8.9着,8.1人気,79.5,,660,0,0.0%,0.0%,11.8%,117.34,13.04,55.22
765,"Pleasant Tap",  0-  0-  2-  7/  9,0.0%,0.0%,22.2%,0,86,0.0,7.9着,8.9人気,54.8,,390,0,0.0%,0.0%,22.2%,115.09,12.79,56.30
766,ノーリーズン,  0-  0-  2-  7/  9,0.0%,0.0%,22.2%,0,363,0.0,8.7着,12.7人気,268.8,,1635,0,0.0%,0.0%,22.2%,116.29,12.92,55.72
767,ロードリージ,  0-  0-  2-  6/  8,0.0%,0.0%,25.0%,0,47,0.0,7.0着,5.0人気,17.5,,190,0,0.0%,0.0%,25.0%,117.54,13.06,55.13
768,シンチェスト,  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,196,0.0,5.4着,7.6人気,49.8,,490,0,0.0%,0.0%,40.0%,117.08,13.01,55.35
769,"Sky Mesa",  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,210,0.0,6.4着,5.6人気,19.1,,525,0,0.0%,0.0%,40.0%,116.18,12.91,55.78
770,"Real Quiet",  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,180,0.0,7.6着,7.2人気,37.9,,450,0,0.0%,0.0%,40.0%,113.74,12.64,56.97
771,ダイナサンキユー,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,120,0.0,5.5着,5.0人気,23.1,,240,0,0.0%,0.0%,50.0%,117.58,13.06,55.11
772,カーホワイト,  0-  0-  2-  1/  3,0.0%,0.0%,66.7%,0,270,0.0,5.3着,7.3人気,47.4,,405,0,0.0%,0.0%,66.7%,117.97,13.11,54.93
773,ケルゼツク,  0-  0-  2-  0/  2,0.0%,0.0%,100.0%,0,65,0.0,3.0着,2.5人気,9.6,,130,0,0.0%,0.0%,100.0%,120.45,13.38,53.80
774,オグリイチバン,  0-  0-  2-  0/  2,0.0%,0.0%,100.0%,0,235,0.0,3.0着,3.5人気,6.8,,235,0,0.0%,0.0%,100.0%,116.75,12.97,55.50
775,"Pine Bluff",  0-  0-  2-  0/  2,0.0%,0.0%,100.0%,0,150,0.0,3.0着,3.0人気,7.1,,150,0,0.0%,0.0%,100.0%,113.35,12.59,57.17
776,サクラチトセオー,  0-  0-  1- 20/ 21,0.0%,0.0%,4.8%,0,8,0.0,8.5着,8.8人気,84.5,,170,0,0.0%,0.0%,4.8%,116.97,13.00,55.40
777,モンテプリンス,  0-  0-  1- 14/ 15,0.0%,0.0%,6.7%,0,8,0.0,7.7着,7.1人気,44.1,,120,0,0.0%,0.0%,6.7%,119.48,13.28,54.24
778,"Distorted Humor",  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,0,0.0,6.1着,4.2人気,17.1,,,0,0.0%,0.0%,11.1%,115.63,12.85,56.04
779,ロイヤルタタン,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,18,0.0,6.0着,6.7人気,19.9,,130,0,0.0%,0.0%,14.3%,117.44,13.05,55.18
780,ムクター,  0-  0-  1- 12/ 13,0.0%,0.0%,7.7%,0,15,0.0,8.3着,8.8人気,41.1,,200,0,0.0%,0.0%,7.7%,117.80,13.09,55.01
781,サンオーイ,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,110,0.0,5.0着,5.0人気,23.8,,660,0,0.0%,0.0%,16.7%,117.33,13.04,55.23
782,メジロイーグル,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,24,0.0,5.0着,2.8人気,8.8,,120,0,0.0%,0.0%,20.0%,116.12,12.90,55.80
783,テンパレートシル,  0-  0-  1- 12/ 13,0.0%,0.0%,7.7%,0,34,0.0,9.5着,8.7人気,53.7,,450,0,0.0%,0.0%,7.7%,118.99,13.22,54.46
784,イブキマイカグラ,  0-  0-  1- 10/ 11,0.0%,0.0%,9.1%,0,23,0.0,7.9着,8.7人気,74.0,,260,0,0.0%,0.0%,9.1%,116.11,12.90,55.81
785,グリーンアプローズ,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,43,0.0,6.6着,8.0人気,65.8,,350,0,0.0%,0.0%,12.5%,116.83,12.98,55.47
786,ハンターコム,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,32,0.0,6.4着,5.4人気,19.6,,160,0,0.0%,0.0%,20.0%,117.26,13.03,55.26
787,"Criminal Type",  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,32,0.0,5.8着,3.8人気,10.6,,160,0,0.0%,0.0%,20.0%,116.20,12.91,55.77
788,ミラクルアドマイヤ,  0-  0-  1- 10/ 11,0.0%,0.0%,9.1%,0,19,0.0,10.5着,10.4人気,130.6,,210,0,0.0%,0.0%,9.1%,117.95,13.11,54.94
789,クロコルージュ,  0-  0-  1-  9/ 10,0.0%,0.0%,10.0%,0,442,0.0,9.5着,9.4人気,129.4,,4420,0,0.0%,0.0%,10.0%,116.39,12.93,55.67
790,ナカヤマフェスタ,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,16,0.0,8.7着,8.1人気,124.5,,150,0,0.0%,0.0%,11.1%,117.20,13.02,55.29
791,ドリームウェル,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,73,0.0,8.6着,11.8人気,187.0,,660,0,0.0%,0.0%,11.1%,116.77,12.97,55.50
792,サルノキング,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,0,0.0,7.0着,7.8人気,29.2,,,0,0.0%,0.0%,12.5%,118.08,13.12,54.88
793,ロングミツク,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,20,0.0,9.1着,8.3人気,91.9,,140,0,0.0%,0.0%,14.3%,117.99,13.11,54.92
794,カウアイキング,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,0,0.0,8.6着,9.7人気,62.2,,,0,0.0%,0.0%,14.3%,115.59,12.84,56.06
795,Homebuilder,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,95,0.0,6.3着,8.5人気,33.7,,570,0,0.0%,0.0%,16.7%,117.25,13.03,55.27
796,メジロアルダン,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,28,0.0,7.0着,5.0人気,49.2,,140,0,0.0%,0.0%,20.0%,117.08,13.01,55.35
797,"Gone West",  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,32,0.0,5.2着,5.0人気,15.1,,160,0,0.0%,0.0%,20.0%,114.66,12.74,56.51
798,ハバツト,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,215,0.0,5.5着,8.5人気,39.7,,860,0,0.0%,0.0%,25.0%,117.23,13.03,55.28
799,"Admire Don",  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,45,0.0,4.8着,4.5人気,14.5,,180,0,0.0%,0.0%,25.0%,113.53,12.61,57.08
800,ニシキエース,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,136,0.0,5.3着,7.0人気,18.1,,410,0,0.0%,0.0%,33.3%,116.27,12.92,55.73
801,サクラダイオー,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,60,0.0,4.7着,4.7人気,19.2,,180,0,0.0%,0.0%,33.3%,117.77,13.09,55.02
802,"Stephen Got Even",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,0,0.0,7.7着,2.0人気,3.9,,,0,0.0%,0.0%,33.3%,116.20,12.91,55.77
803,メリーナイス,  0-  0-  1- 16/ 17,0.0%,0.0%,5.9%,0,8,0.0,7.9着,7.7人気,59.1,,140,0,0.0%,0.0%,5.9%,118.05,13.12,54.89
804,"Dixieland Band",  0-  0-  1- 10/ 11,0.0%,0.0%,9.1%,0,11,0.0,7.5着,6.6人気,28.0,,130,0,0.0%,0.0%,9.1%,115.03,12.78,56.33
805,オースミシャダイ,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,33,0.0,5.8着,6.0人気,24.7,,200,0,0.0%,0.0%,16.7%,114.93,12.77,56.38
806,トウシヨウゲート,  0-  0-  1- 11/ 12,0.0%,0.0%,8.3%,0,17,0.0,8.6着,7.0人気,33.5,,210,0,0.0%,0.0%,8.3%,117.97,13.11,54.93
807,ナリタハヤブサ,  0-  0-  1-  9/ 10,0.0%,0.0%,10.0%,0,68,0.0,8.9着,7.8人気,61.5,,680,0,0.0%,0.0%,10.0%,115.01,12.78,56.34
808,アグネスカミカゼ,  0-  0-  1-  9/ 10,0.0%,0.0%,10.0%,0,172,0.0,7.9着,10.9人気,127.1,,1720,0,0.0%,0.0%,10.0%,115.40,12.82,56.15
809,ヨシノスキー,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,35,0.0,6.0着,5.6人気,16.9,,280,0,0.0%,0.0%,12.5%,115.48,12.83,56.12
810,ペルセポリス2,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,117,0.0,6.3着,8.7人気,28.2,,820,0,0.0%,0.0%,14.3%,117.91,13.10,54.96
811,Theatrical,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,27,0.0,7.1着,6.1人気,19.0,,190,0,0.0%,0.0%,14.3%,116.23,12.91,55.75
812,スマコバクリーク,  0-  0-  1- 17/ 18,0.0%,0.0%,5.6%,0,130,0.0,9.6着,10.1人気,82.5,,2350,0,0.0%,0.0%,5.6%,116.16,12.91,55.79
813,テリオス,  0-  0-  1-  9/ 10,0.0%,0.0%,10.0%,0,68,0.0,8.2着,9.7人気,91.7,,680,0,0.0%,0.0%,10.0%,119.15,13.24,54.39
814,タツプオンウツド,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,35,0.0,8.0着,8.3人気,48.9,,320,0,0.0%,0.0%,11.1%,118.80,13.20,54.55
815,ダイアトム,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,48,0.0,8.6着,8.9人気,37.6,,340,0,0.0%,0.0%,14.3%,116.73,12.97,55.51
816,"Red Ransom",  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,21,0.0,7.7着,4.5人気,21.1,,130,0,0.0%,0.0%,16.7%,117.63,13.07,55.09
817,アポロキングダム,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,92,0.0,7.2着,9.4人気,82.2,,460,0,0.0%,0.0%,20.0%,117.58,13.06,55.11
818,Bering,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,34,0.0,8.2着,7.8人気,60.2,,170,0,0.0%,0.0%,20.0%,116.66,12.96,55.55
819,ゲイサン,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,75,0.0,7.3着,8.5人気,28.1,,300,0,0.0%,0.0%,25.0%,116.78,12.98,55.49
820,ガロト,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,90,0.0,6.8着,5.8人気,12.3,,360,0,0.0%,0.0%,25.0%,119.40,13.27,54.27
821,ブランブルー,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,250,0.0,5.7着,7.3人気,16.6,,750,0,0.0%,0.0%,33.3%,116.40,12.93,55.67
822,スマノヒツト,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,0,0.0,4.0着,3.5人気,24.4,,,0,0.0%,0.0%,50.0%,119.15,13.24,54.39
823,キタノトウザイ,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,220,0.0,4.0着,6.5人気,76.3,,440,0,0.0%,0.0%,50.0%,119.70,13.30,54.14
824,アサヒエンペラー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,145,0.0,4.0着,9.5人気,58.5,,290,0,0.0%,0.0%,50.0%,117.90,13.10,54.96
825,"Devil's Bag",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,140,0.0,4.0着,9.5人気,89.9,,280,0,0.0%,0.0%,50.0%,115.65,12.85,56.03
826,ジャイアントレッカー,  0-  0-  1- 12/ 13,0.0%,0.0%,7.7%,0,296,0.0,10.8着,12.9人気,230.6,,3850,0,0.0%,0.0%,7.7%,118.28,13.14,54.78
827,マツリダゴッホ,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,142,0.0,10.6着,11.4人気,138.2,,1280,0,0.0%,0.0%,11.1%,117.58,13.06,55.11
828,アンズプリテンダー,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,0,0.0,8.7着,7.9人気,48.0,,,0,0.0%,0.0%,11.1%,117.28,13.03,55.25
829,カミノクレッセ,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,70,0.0,8.6着,9.3人気,54.5,,560,0,0.0%,0.0%,12.5%,116.71,12.97,55.52
830,Foxhound,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,48,0.0,12.0着,10.3人気,80.1,,390,0,0.0%,0.0%,12.5%,116.68,12.96,55.54
831,ローエングリン,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,94,0.0,10.7着,11.0人気,142.7,,660,0,0.0%,0.0%,14.3%,118.96,13.22,54.47
832,ピツトカーン,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,28,0.0,7.4着,7.9人気,41.1,,200,0,0.0%,0.0%,14.3%,118.93,13.21,54.49
833,トウシヨウペガサス,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,115,0.0,8.1着,7.0人気,33.6,,810,0,0.0%,0.0%,14.3%,116.86,12.98,55.45
834,リアルム,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,36,0.0,6.5着,6.0人気,15.0,,220,0,0.0%,0.0%,16.7%,115.65,12.85,56.03
835,スプラッシュオブカラー,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,80,0.0,8.3着,9.3人気,72.4,,480,0,0.0%,0.0%,16.7%,116.10,12.90,55.81
836,サンライズバッカス,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,363,0.0,9.3着,11.5人気,246.9,,2180,0,0.0%,0.0%,16.7%,116.83,12.98,55.46
837,ラシアンゴールド,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,92,0.0,10.6着,11.2人気,125.7,,460,0,0.0%,0.0%,20.0%,115.92,12.88,55.90
838,"Southern Halo",  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,34,0.0,9.2着,4.6人気,12.6,,170,0,0.0%,0.0%,20.0%,116.64,12.96,55.56
839,"El Prado",  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,0,0.0,7.8着,9.6人気,102.9,,,0,0.0%,0.0%,20.0%,115.68,12.85,56.02
840,ニツポーキング,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,125,0.0,8.8着,7.3人気,48.4,,500,0,0.0%,0.0%,25.0%,117.43,13.05,55.18
841,ダイナレター,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,202,0.0,7.0着,10.8人気,56.4,,810,0,0.0%,0.0%,25.0%,116.35,12.93,55.69
842,ダイゼンキング,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,65,0.0,8.5着,10.3人気,86.2,,260,0,0.0%,0.0%,25.0%,115.68,12.85,56.02
843,シヤレー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,50,0.0,8.3着,4.3人気,10.6,,200,0,0.0%,0.0%,25.0%,119.90,13.32,54.05
844,グレンターレツト,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,85,0.0,6.3着,7.8人気,23.5,,340,0,0.0%,0.0%,25.0%,115.95,12.88,55.89
845,ミラーズメイト,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,226,0.0,8.0着,9.3人気,67.1,,680,0,0.0%,0.0%,33.3%,116.37,12.93,55.69
846,ペイザバトラー,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,36,0.0,9.0着,7.7人気,32.1,,110,0,0.0%,0.0%,33.3%,116.33,12.93,55.70
847,ハクホオシヨウ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,43,0.0,7.0着,7.7人気,46.2,,130,0,0.0%,0.0%,33.3%,116.90,12.99,55.43
848,ナトルーン,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,43,0.0,7.7着,8.0人気,72.5,,130,0,0.0%,0.0%,33.3%,118.43,13.16,54.71
849,シンウルフ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,130,0.0,5.3着,8.3人気,57.1,,390,0,0.0%,0.0%,33.3%,115.90,12.88,55.91
850,ヴリル,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,86,0.0,9.7着,10.3人気,47.4,,260,0,0.0%,0.0%,33.3%,116.37,12.93,55.69
851,"Wild Rush",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,63,0.0,7.7着,5.3人気,32.3,,190,0,0.0%,0.0%,33.3%,114.37,12.71,56.66
852,"Easy Goer",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,63,0.0,6.7着,4.0人気,9.6,,190,0,0.0%,0.0%,33.3%,116.97,13.00,55.40
853,レオンプライド,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,345,0.0,7.5着,8.0人気,33.4,,690,0,0.0%,0.0%,50.0%,114.70,12.74,56.50
854,リキタイコー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,105,0.0,7.5着,6.0人気,27.9,,210,0,0.0%,0.0%,50.0%,119.65,13.29,54.16
855,メジロデユレン,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,150,0.0,4.5着,4.0人気,11.0,,300,0,0.0%,0.0%,50.0%,118.05,13.12,54.89
856,ヒデチカラ,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,65,0.0,4.5着,3.0人気,5.3,,130,0,0.0%,0.0%,50.0%,115.15,12.79,56.27
857,ビコーペガサス,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,400,0.0,7.0着,9.0人気,53.7,,800,0,0.0%,0.0%,50.0%,116.50,12.94,55.62
858,サンシヤインシテイ,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,170,0.0,5.5着,5.5人気,11.0,,340,0,0.0%,0.0%,50.0%,115.95,12.88,55.89
859,サクラオールイン,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,420,0.0,5.0着,8.5人気,71.0,,840,0,0.0%,0.0%,50.0%,116.20,12.91,55.77
860,"Trappe Shot",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,335,0.0,4.5着,8.0人気,29.7,,670,0,0.0%,0.0%,50.0%,113.25,12.58,57.22
861,"Sovereign Dancer",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,120,0.0,5.0着,5.5人気,32.0,,240,0,0.0%,0.0%,50.0%,115.40,12.82,56.15
862,"Proud Citizen",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,235,0.0,6.0着,6.0人気,19.1,,470,0,0.0%,0.0%,50.0%,117.95,13.11,54.94
863,"Oasis Dream",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,120,0.0,5.5着,6.5人気,26.2,,240,0,0.0%,0.0%,50.0%,115.50,12.83,56.10
864,"Eastern Echo",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,270,0.0,8.5着,11.0人気,86.9,,540,0,0.0%,0.0%,50.0%,116.90,12.99,55.43
865,"Banker's Gold",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,100,0.0,6.5着,4.5人気,9.6,,200,0,0.0%,0.0%,50.0%,115.40,12.82,56.15
866,リトルリヴア,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,1130,0.0,3.0着,9.0人気,158.5,,1130,0,0.0%,0.0%,100.0%,115.30,12.81,56.20
867,リキアイワカタカ,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,1450,0.0,3.0着,11.0人気,82.7,,1450,0,0.0%,0.0%,100.0%,114.50,12.72,56.59
868,マイネルマックス,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,280,0.0,3.0着,5.0人気,9.3,,280,0,0.0%,0.0%,100.0%,113.20,12.58,57.24
869,ボルグスキー,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,550,0.0,3.0着,7.0人気,15.7,,550,0,0.0%,0.0%,100.0%,119.00,13.22,54.45
870,プルバン,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,240,0.0,3.0着,5.0人気,7.4,,240,0,0.0%,0.0%,100.0%,114.50,12.72,56.59
871,フサイチレオン,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,140,0.0,3.0着,3.0人気,6.6,,140,0,0.0%,0.0%,100.0%,114.00,12.67,56.84
872,タイムライン,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,310,0.0,3.0着,4.0人気,19.1,,310,0,0.0%,0.0%,100.0%,117.90,13.10,54.96
873,コシエクトーン,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,140,0.0,3.0着,1.0人気,2.5,,140,0,0.0%,0.0%,100.0%,115.10,12.79,56.30
874,ゴーマーチング,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,120,0.0,3.0着,2.0人気,3.0,,120,0,0.0%,0.0%,100.0%,118.00,13.11,54.92
875,"Talk Is Money",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,1690,0.0,3.0着,12.0人気,151.9,,1690,0,0.0%,0.0%,100.0%,114.60,12.73,56.54
876,"Sultry Song",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,110,0.0,3.0着,2.0人気,3.2,,110,0,0.0%,0.0%,100.0%,116.10,12.90,55.81
877,"Spinning World",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,110,0.0,3.0着,1.0人気,1.8,,110,0,0.0%,0.0%,100.0%,114.00,12.67,56.84
878,Speightstown,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,120,0.0,3.0着,1.0人気,2.6,,120,0,0.0%,0.0%,100.0%,119.80,13.31,54.09
879,"Lord At War",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,240,0.0,3.0着,5.0人気,10.3,,240,0,0.0%,0.0%,100.0%,118.10,13.12,54.87
880,Grindstone,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,630,0.0,3.0着,7.0人気,35.4,,630,0,0.0%,0.0%,100.0%,117.30,13.03,55.24
881,"Gilded Time",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,110,0.0,3.0着,1.0人気,2.1,,110,0,0.0%,0.0%,100.0%,115.90,12.88,55.91
