順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
285,セダン,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,305,120,226.4,2.5着,3.0人気,4.9,610,240,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
286,"Key to Content",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,935,300,362.7,2.5着,3.0人気,11.6,1870,600,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
287,Empery,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,165,70,178.7,2.5着,1.5人気,3.6,330,140,0,0.0%,0.0%,0.0%,69.55,11.59,62.11
288,Artaius,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,295,100,514.8,2.5着,6.5人気,23.2,590,200,0,0.0%,0.0%,0.0%,70.25,11.71,61.49
289,ヴアリイフオージユ,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,255,57,242.8,5.3着,5.3人気,27.7,1020,230,0,0.0%,0.0%,0.0%,71.75,11.96,60.21
290,"Chief's Crown",  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,33,15,185.3,8.5着,9.0人気,55.0,270,120,0,0.0%,0.0%,0.0%,71.16,11.86,60.71
291,マイスワロー,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,292,76,230.1,5.6着,6.2人気,19.0,1460,380,0,0.0%,0.0%,0.0%,71.54,11.92,60.39
292,ムクター,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,1780,357,606.7,7.3着,7.8人気,56.0,7120,1430,0,0.0%,0.0%,0.0%,71.98,12.00,60.02
293,ノーリユート,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,302,105,366.8,6.5着,8.3人気,109.8,1210,420,0,0.0%,0.0%,0.0%,70.88,11.81,60.95
294,ジヤツジヤー,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,400,73,790.6,5.7着,8.7人気,44.4,1200,220,0,0.0%,0.0%,0.0%,71.67,11.94,60.28
295,シャーディー,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,86,43,228.4,5.3着,7.7人気,131.9,260,130,0,0.0%,0.0%,0.0%,71.07,11.84,60.79
296,"Pirate's Bounty",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,163,50,269.9,6.7着,4.3人気,10.6,490,150,0,0.0%,0.0%,0.0%,70.73,11.79,61.07
297,ラム,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,115,70,189.6,3.0着,3.0人気,6.6,230,140,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
298,アルカセット,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,355,125,631.2,3.0着,8.0人気,32.0,710,250,0,0.0%,0.0%,0.0%,68.80,11.47,62.79
299,Stalwart,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,245,125,347.9,3.0着,4.0人気,8.5,490,250,0,0.0%,0.0%,0.0%,69.40,11.57,62.25
300,"Geiger Counter",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,300,120,569.5,3.0着,8.0人気,59.1,600,240,0,0.0%,0.0%,0.0%,70.95,11.83,60.89
301,リードワンダー,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,53,18,297.8,8.1着,11.2人気,98.7,480,170,0,0.0%,0.0%,0.0%,71.56,11.93,60.37
302,サンシヤインボーイ,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,102,31,269.1,7.5着,9.9人気,92.2,820,250,0,0.0%,0.0%,0.0%,71.73,11.95,60.23
303,サクラシンゲキ,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,124,57,429.5,11.0着,11.4人気,120.8,870,400,0,0.0%,0.0%,0.0%,71.57,11.93,60.36
304,"Silver Deputy",  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,67,30,164.3,9.4着,8.1人気,79.4,470,210,0,0.0%,0.0%,0.0%,70.89,11.81,60.94
305,Glenstal,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,61,25,248.2,10.7着,9.4人気,78.8,430,180,0,0.0%,0.0%,0.0%,71.14,11.86,60.72
306,Mujtahid,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,266,96,635.0,10.4着,9.8人気,54.2,1330,480,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
307,ラデイガ,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,62,35,184.9,8.5着,7.5人気,89.4,250,140,0,0.0%,0.0%,0.0%,72.75,12.13,59.38
308,ダラノーア,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,1276,206,1070.9,8.0着,9.3人気,46.5,3830,620,0,0.0%,0.0%,0.0%,71.57,11.93,60.36
309,サンシヤインシテイ,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,1026,273,995.4,7.3着,9.7人気,72.3,3080,820,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
310,"El Gran Senor",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,156,50,354.7,6.7着,7.0人気,25.5,470,150,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
311,Dynaformer,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,420,120,782.2,5.7着,8.3人気,44.8,1260,360,0,0.0%,0.0%,0.0%,69.80,11.63,61.89
312,"Cool Moon",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,46,36,125.3,7.7着,6.0人気,24.6,140,110,0,0.0%,0.0%,0.0%,72.53,12.09,59.56
313,ロングフアスト,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,220,95,409.4,7.5着,6.0人気,31.6,440,190,0,0.0%,0.0%,0.0%,70.65,11.78,61.15
314,フイルモン,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,1135,305,822.6,3.5着,6.5人気,17.8,2270,610,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
315,フアルコン,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,970,200,1306.4,5.0着,6.0人気,29.7,1940,400,0,0.0%,0.0%,0.0%,71.55,11.93,60.38
316,ヒデハヤテ,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,430,145,796.6,6.5着,8.0人気,58.4,860,290,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
317,チーフベアハート,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,795,190,779.7,4.0着,5.5人気,15.6,1590,380,0,0.0%,0.0%,0.0%,72.35,12.06,59.71
318,ソヴィエトスター,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,4910,1045,7224.2,7.5着,14.0人気,185.8,9820,2090,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
319,シヤカプール,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,200,85,289.7,3.5着,3.0人気,7.3,400,170,0,0.0%,0.0%,0.0%,71.95,11.99,60.04
320,Wajima,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,90,55,124.1,4.0着,2.0人気,2.9,180,110,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
321,"Star de Naskra",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,210,90,351.6,4.0着,5.5人気,12.9,420,180,0,0.0%,0.0%,0.0%,70.45,11.74,61.32
322,"Seattle Dancer",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,195,75,376.1,8.0着,7.0人気,54.7,390,150,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
323,"Our Native",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,135,65,220.1,4.5着,4.5人気,7.3,270,130,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
324,Librettist,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,255,115,275.7,4.0着,3.5人気,5.6,510,230,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
325,"Indygo Shiner",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,260,95,226.1,6.5着,2.0人気,4.6,520,190,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
326,"Groom Dancer",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,275,105,497.5,7.0着,7.5人気,28.8,550,210,0,0.0%,0.0%,0.0%,70.05,11.68,61.67
327,Diktat,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,440,145,844.3,7.5着,10.5人気,108.4,880,290,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
328,ルイスデール,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1360,410,1360.0,1.0着,7.0人気,13.6,1360,410,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
329,フェアジャッジメント,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,170,120,170.0,1.0着,1.0人気,1.7,170,120,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
330,ステツピングトム,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,860,280,860.0,1.0着,5.0人気,8.6,860,280,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
331,オールドヴィック,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,850,310,850.0,1.0着,6.0人気,8.5,850,310,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
332,"Top Ville",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,340,140,340.0,1.0着,1.0人気,3.4,340,140,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
333,"Shareef Dancer",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,360,120,360.0,1.0着,2.0人気,3.6,360,120,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
334,Shamardal,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,640,180,640.0,1.0着,5.0人気,6.4,640,180,0,0.0%,0.0%,0.0%,68.80,11.47,62.79
335,"Saint Liam",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,270,120,270.0,1.0着,1.0人気,2.7,270,120,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
336,Rusticaro,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,2550,430,2550.0,1.0着,6.0人気,25.5,2550,430,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
337,"Pistolet Bleu",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,370,190,370.0,1.0着,2.0人気,3.7,370,190,0,0.0%,0.0%,0.0%,68.40,11.40,63.16
338,Matsadoon,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1370,480,1370.0,1.0着,5.0人気,13.7,1370,480,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
339,Marscay,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,650,300,650.0,1.0着,3.0人気,6.5,650,300,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
340,"Macho Uno",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,6790,1320,6790.0,1.0着,12.0人気,67.9,6790,1320,0,0.0%,0.0%,0.0%,69.60,11.60,62.07
341,"Le Haar",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,610,260,610.0,1.0着,4.0人気,6.1,610,260,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
342,Include,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,590,190,590.0,1.0着,2.0人気,5.9,590,190,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
343,Ghadeer,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,820,240,820.0,1.0着,3.0人気,8.2,820,240,0,0.0%,0.0%,0.0%,69.80,11.63,61.89
344,"Dancing Spree",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,240,110,240.0,1.0着,2.0人気,2.4,240,110,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
345,"Crimson Satan",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,850,300,850.0,1.0着,5.0人気,8.5,850,300,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
346,Chineur,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,700,230,700.0,1.0着,4.0人気,7.0,700,230,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
347,"Angle Light",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,110,100,110.0,1.0着,1.0人気,1.1,110,100,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
348,スズカコバン,  0-  7-  0-  3/ 10,0.0%,70.0%,70.0%,0,181,0.0,4.0着,5.1人気,22.3,,259,0,0.0%,70.0%,0.0%,70.87,11.81,60.96
349,デインヒル,  0-  4-  1- 14/ 19,0.0%,21.1%,26.3%,0,83,0.0,5.9着,6.9人気,39.8,,398,0,0.0%,21.1%,5.3%,70.39,11.73,61.37
350,グラスワンダー,  0-  4-  1- 14/ 19,0.0%,21.1%,26.3%,0,65,0.0,6.1着,5.4人気,28.4,,250,0,0.0%,21.1%,5.3%,70.70,11.78,61.10
351,ダイアトム,  0-  3-  4- 17/ 24,0.0%,12.5%,29.2%,0,152,0.0,6.3着,7.1人気,35.6,,610,0,0.0%,12.5%,16.7%,71.80,11.97,60.17
352,Gulch,  0-  3-  1- 19/ 23,0.0%,13.0%,17.4%,0,81,0.0,8.3着,8.1人気,46.1,,468,0,0.0%,13.0%,4.3%,70.65,11.77,61.15
353,ノーザンアンサー,  0-  3-  1- 10/ 14,0.0%,21.4%,28.6%,0,138,0.0,7.6着,6.4人気,41.0,,485,0,0.0%,21.4%,7.1%,72.01,12.00,59.99
354,Riverman,  0-  3-  1-  8/ 12,0.0%,25.0%,33.3%,0,58,0.0,7.0着,6.6人気,35.2,,175,0,0.0%,25.0%,8.3%,71.06,11.84,60.80
355,ノーザンネイテイヴ,  0-  3-  0-  4/  7,0.0%,42.9%,42.9%,0,65,0.0,6.6着,8.9人気,70.8,,153,0,0.0%,42.9%,0.0%,71.20,11.87,60.67
356,ジェネラス,  0-  3-  0- 10/ 13,0.0%,23.1%,23.1%,0,53,0.0,9.0着,7.9人気,86.9,,230,0,0.0%,23.1%,0.0%,71.52,11.92,60.41
357,フアインポート,  0-  3-  0-  2/  5,0.0%,60.0%,60.0%,0,174,0.0,5.2着,6.2人気,17.3,,290,0,0.0%,60.0%,0.0%,71.84,11.97,60.13
358,"Wild Again",  0-  2-  3-  7/ 12,0.0%,16.7%,41.7%,0,385,0.0,7.3着,9.9人気,109.1,,924,0,0.0%,16.7%,25.0%,71.43,11.90,60.48
359,ヴエンチア,  0-  2-  2- 18/ 22,0.0%,9.1%,18.2%,0,45,0.0,6.9着,6.3人気,46.5,,250,0,0.0%,9.1%,9.1%,72.21,12.04,59.82
360,ヴアイスリーガル,  0-  2-  2- 13/ 17,0.0%,11.8%,23.5%,0,35,0.0,7.1着,7.4人気,41.3,,200,0,0.0%,11.8%,11.8%,71.44,11.91,60.47
361,ゼダーン,  0-  2-  2- 11/ 15,0.0%,13.3%,26.7%,0,62,0.0,7.6着,6.7人気,28.5,,235,0,0.0%,13.3%,13.3%,71.21,11.87,60.67
362,"Deputy Minister",  0-  2-  1- 20/ 23,0.0%,8.7%,13.0%,0,26,0.0,8.9着,6.7人気,34.1,,203,0,0.0%,8.7%,4.3%,71.26,11.88,60.63
363,キングヘイロー,  0-  2-  1- 12/ 15,0.0%,13.3%,20.0%,0,154,0.0,8.1着,9.1人気,68.8,,770,0,0.0%,13.3%,6.7%,70.77,11.79,61.05
364,ロドリゴデトリアーノ,  0-  2-  1- 10/ 13,0.0%,15.4%,23.1%,0,296,0.0,6.9着,8.2人気,59.7,,1287,0,0.0%,15.4%,7.7%,70.93,11.82,60.90
365,ティンバーカントリー,  0-  2-  1-  9/ 12,0.0%,16.7%,25.0%,0,64,0.0,8.7着,9.1人気,88.5,,257,0,0.0%,16.7%,8.3%,71.28,11.88,60.61
366,ノーアテンシヨン,  0-  2-  0- 20/ 22,0.0%,9.1%,9.1%,0,19,0.0,9.1着,9.7人気,100.5,,215,0,0.0%,9.1%,0.0%,72.01,12.00,59.99
367,ジョリーズヘイロー,  0-  2-  0- 13/ 15,0.0%,13.3%,13.3%,0,24,0.0,8.3着,8.5人気,94.5,,185,0,0.0%,13.3%,0.0%,70.90,11.82,60.93
368,メジロマックイーン,  0-  2-  0-  9/ 11,0.0%,18.2%,18.2%,0,31,0.0,7.6着,7.1人気,52.7,,175,0,0.0%,18.2%,0.0%,71.41,11.90,60.50
369,"Primo Dominie",  0-  2-  0-  2/  4,0.0%,50.0%,50.0%,0,62,0.0,5.5着,4.5人気,13.9,,125,0,0.0%,50.0%,0.0%,71.38,11.90,60.53
370,ネプテユーヌス,  0-  2-  0-  4/  6,0.0%,33.3%,33.3%,0,65,0.0,6.2着,7.5人気,37.3,,195,0,0.0%,33.3%,0.0%,71.07,11.84,60.79
371,ブラックタキシード,  0-  2-  0-  2/  4,0.0%,50.0%,50.0%,0,97,0.0,4.8着,3.0人気,7.1,,195,0,0.0%,50.0%,0.0%,69.93,11.65,61.78
372,"Unbridled's Song",  0-  2-  0-  4/  6,0.0%,33.3%,33.3%,0,130,0.0,7.5着,8.2人気,66.4,,390,0,0.0%,33.3%,0.0%,69.82,11.64,61.88
373,フエートメーカー,  0-  2-  0-  2/  4,0.0%,50.0%,50.0%,0,152,0.0,7.0着,7.0人気,42.6,,305,0,0.0%,50.0%,0.0%,71.15,11.86,60.72
374,"Cape Cross",  0-  2-  0-  2/  4,0.0%,50.0%,50.0%,0,180,0.0,4.3着,5.5人気,24.1,,360,0,0.0%,50.0%,0.0%,69.23,11.54,62.41
375,Bellypha,  0-  2-  0-  1/  3,0.0%,66.7%,66.7%,0,203,0.0,3.3着,4.0人気,11.4,,305,0,0.0%,66.7%,0.0%,71.53,11.92,60.39
376,Bellotto,  0-  1-  3-  7/ 11,0.0%,9.1%,36.4%,0,142,0.0,7.1着,5.7人気,44.3,,392,0,0.0%,9.1%,27.3%,70.93,11.82,60.91
377,ニツポーテイオー,  0-  1-  2- 10/ 13,0.0%,7.7%,23.1%,0,56,0.0,7.2着,7.8人気,47.1,,247,0,0.0%,7.7%,15.4%,71.26,11.88,60.62
378,エルハーブ,  0-  1-  2-  6/  9,0.0%,11.1%,33.3%,0,128,0.0,6.1着,5.7人気,18.4,,387,0,0.0%,11.1%,22.2%,71.42,11.90,60.49
379,ロングリート,  0-  1-  2-  4/  7,0.0%,14.3%,42.9%,0,62,0.0,7.0着,3.1人気,8.8,,147,0,0.0%,14.3%,28.6%,71.21,11.87,60.66
380,ダイハード,  0-  1-  2-  4/  7,0.0%,14.3%,42.9%,0,100,0.0,5.3着,4.7人気,13.7,,233,0,0.0%,14.3%,28.6%,70.66,11.78,61.14
381,Bering,  0-  1-  2-  9/ 12,0.0%,8.3%,25.0%,0,98,0.0,8.8着,6.2人気,34.4,,393,0,0.0%,8.3%,16.7%,71.37,11.89,60.53
382,タニノフエバリツト,  0-  1-  1- 12/ 14,0.0%,7.1%,14.3%,0,74,0.0,7.2着,7.9人気,41.5,,520,0,0.0%,7.1%,7.1%,71.12,11.85,60.74
383,"Devil's Bag",  0-  1-  1- 10/ 12,0.0%,8.3%,16.7%,0,46,0.0,8.4着,5.6人気,27.7,,280,0,0.0%,8.3%,8.3%,71.85,11.98,60.13
384,"Majestic Light",  0-  1-  1- 21/ 23,0.0%,4.3%,8.7%,0,56,0.0,8.6着,8.8人気,43.3,,645,0,0.0%,4.3%,4.3%,71.20,11.87,60.67
385,メイワパツサー,  0-  1-  1-  3/  5,0.0%,20.0%,40.0%,0,90,0.0,4.6着,4.2人気,10.6,,225,0,0.0%,20.0%,20.0%,71.50,11.92,60.42
386,シンザン,  0-  1-  1-  6/  8,0.0%,12.5%,25.0%,0,246,0.0,5.8着,8.1人気,47.5,,985,0,0.0%,12.5%,12.5%,71.91,11.99,60.07
387,オース,  0-  1-  1-  4/  6,0.0%,16.7%,33.3%,0,56,0.0,6.0着,5.7人気,102.4,,170,0,0.0%,16.7%,16.7%,71.82,11.97,60.15
388,"Star Way",  0-  1-  1-  4/  6,0.0%,16.7%,33.3%,0,108,0.0,4.8着,5.5人気,17.9,,325,0,0.0%,16.7%,16.7%,70.77,11.79,61.05
389,タケシバオー,  0-  1-  1- 13/ 15,0.0%,6.7%,13.3%,0,59,0.0,7.3着,6.6人気,49.1,,445,0,0.0%,6.7%,6.7%,72.31,12.05,59.74
390,ブラックタイアフェアー,  0-  1-  1-  8/ 10,0.0%,10.0%,20.0%,0,49,0.0,8.8着,7.0人気,45.0,,245,0,0.0%,10.0%,10.0%,70.98,11.83,60.86
391,シービークロス,  0-  1-  1-  5/  7,0.0%,14.3%,28.6%,0,54,0.0,6.4着,7.9人気,52.8,,190,0,0.0%,14.3%,14.3%,71.31,11.89,60.58
392,"Shirley Heights",  0-  1-  1-  5/  7,0.0%,14.3%,28.6%,0,42,0.0,8.6着,8.7人気,83.0,,150,0,0.0%,14.3%,14.3%,71.30,11.88,60.59
393,グリーングラス,  0-  1-  1-  4/  6,0.0%,16.7%,33.3%,0,250,0.0,5.5着,8.7人気,44.1,,750,0,0.0%,16.7%,16.7%,70.82,11.80,61.00
394,Fasliyev,  0-  1-  1-  3/  5,0.0%,20.0%,40.0%,0,72,0.0,5.8着,3.0人気,7.5,,180,0,0.0%,20.0%,20.0%,70.74,11.79,61.07
395,"Two Punch",  0-  1-  1-  2/  4,0.0%,25.0%,50.0%,0,60,0.0,5.3着,1.0人気,2.3,,120,0,0.0%,25.0%,25.0%,69.73,11.62,61.96
396,Warning,  0-  1-  1-  3/  5,0.0%,20.0%,40.0%,0,154,0.0,7.0着,7.6人気,34.0,,385,0,0.0%,20.0%,20.0%,70.82,11.80,61.00
397,Forli,  0-  1-  1-  2/  4,0.0%,25.0%,50.0%,0,152,0.0,4.8着,3.8人気,10.6,,305,0,0.0%,25.0%,25.0%,71.25,11.88,60.63
398,"Key to the Mint",  0-  1-  1-  9/ 11,0.0%,9.1%,18.2%,0,34,0.0,8.4着,5.5人気,21.7,,190,0,0.0%,9.1%,9.1%,71.01,11.83,60.84
399,ピツトカーン,  0-  1-  1-  6/  8,0.0%,12.5%,25.0%,0,57,0.0,7.3着,8.3人気,49.1,,460,0,0.0%,12.5%,12.5%,72.10,12.02,59.92
400,フアイブダンサー,  0-  1-  1-  3/  5,0.0%,20.0%,40.0%,0,126,0.0,6.2着,7.4人気,48.3,,315,0,0.0%,20.0%,20.0%,72.94,12.16,59.23
401,"Dance of Life",  0-  1-  1-  3/  5,0.0%,20.0%,40.0%,0,92,0.0,6.8着,7.6人気,48.9,,230,0,0.0%,20.0%,20.0%,70.72,11.79,61.09
402,ブラヴオー,  0-  1-  1-  2/  4,0.0%,25.0%,50.0%,0,65,0.0,5.5着,3.3人気,37.1,,130,0,0.0%,25.0%,25.0%,71.87,11.98,60.11
403,Quack,  0-  1-  1-  2/  4,0.0%,25.0%,50.0%,0,145,0.0,4.5着,4.8人気,12.0,,290,0,0.0%,25.0%,25.0%,70.75,11.79,61.06
404,"Known Fact",  0-  1-  1-  2/  4,0.0%,25.0%,50.0%,0,95,0.0,5.3着,4.0人気,6.8,,190,0,0.0%,25.0%,25.0%,70.45,11.74,61.32
405,"Hail to Reason",  0-  1-  1-  2/  4,0.0%,25.0%,50.0%,0,150,0.0,5.3着,5.3人気,11.9,,300,0,0.0%,25.0%,25.0%,70.88,11.81,60.95
406,グランデラ,  0-  1-  1-  1/  3,0.0%,33.3%,66.7%,0,480,0.0,4.0着,5.0人気,26.6,,720,0,0.0%,33.3%,33.3%,70.10,11.68,61.63
407,Twining,  0-  1-  1-  1/  3,0.0%,33.3%,66.7%,0,203,0.0,3.7着,7.3人気,55.7,,305,0,0.0%,33.3%,33.3%,71.43,11.91,60.48
408,Manacle,  0-  1-  1-  1/  3,0.0%,33.3%,66.7%,0,130,0.0,6.0着,3.0人気,5.8,,195,0,0.0%,33.3%,33.3%,70.40,11.73,61.36
409,Standaan,  0-  1-  1-  0/  2,0.0%,50.0%,100.0%,0,230,0.0,2.5着,5.0人気,10.2,,230,0,0.0%,50.0%,50.0%,71.95,11.99,60.04
410,"Crusader Sword",  0-  1-  1-  0/  2,0.0%,50.0%,100.0%,0,260,0.0,2.5着,4.0人気,7.6,,260,0,0.0%,50.0%,50.0%,70.40,11.73,61.36
411,ホリスキー,  0-  1-  0- 26/ 27,0.0%,3.7%,3.7%,0,16,0.0,8.9着,8.9人気,61.9,,450,0,0.0%,3.7%,0.0%,71.81,11.97,60.15
412,ダンシングキヤツプ,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,188,0.0,5.0着,8.2人気,54.2,,940,0,0.0%,20.0%,0.0%,70.98,11.83,60.86
413,Cannonade,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,24,0.0,7.4着,2.0人気,5.7,,120,0,0.0%,20.0%,0.0%,71.16,11.86,60.71
414,ボールドアンドエイブル,  0-  1-  0- 12/ 13,0.0%,7.7%,7.7%,0,21,0.0,7.4着,6.2人気,42.8,,280,0,0.0%,7.7%,0.0%,71.89,11.98,60.09
415,スイフトスワロー,  0-  1-  0- 17/ 18,0.0%,5.6%,5.6%,0,7,0.0,8.6着,7.3人気,55.5,,130,0,0.0%,5.6%,0.0%,72.31,12.05,59.74
416,タイトスポット,  0-  1-  0-  9/ 10,0.0%,10.0%,10.0%,0,12,0.0,8.1着,6.9人気,57.1,,120,0,0.0%,10.0%,0.0%,71.27,11.88,60.61
417,フオルテイノ,  0-  1-  0-  8/  9,0.0%,11.1%,11.1%,0,24,0.0,7.8着,6.7人気,73.5,,220,0,0.0%,11.1%,0.0%,72.80,12.13,59.34
418,フイリツプオブスペイン,  0-  1-  0-  8/  9,0.0%,11.1%,11.1%,0,27,0.0,7.6着,7.6人気,38.7,,250,0,0.0%,11.1%,0.0%,71.52,11.92,60.40
419,"Giant's Causeway",  0-  1-  0-  7/  8,0.0%,12.5%,12.5%,0,16,0.0,7.9着,8.5人気,49.0,,130,0,0.0%,12.5%,0.0%,70.95,11.83,60.89
420,デヒア,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,55,0.0,6.7着,6.8人気,21.6,,330,0,0.0%,16.7%,0.0%,70.30,11.72,61.45
421,"Polish Navy",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,80,0.0,3.7着,4.7人気,20.9,,240,0,0.0%,33.3%,0.0%,71.70,11.95,60.25
422,ジャングルポケット,  0-  1-  0-  7/  8,0.0%,12.5%,12.5%,0,23,0.0,8.5着,7.8人気,44.9,,190,0,0.0%,12.5%,0.0%,70.14,11.69,61.59
423,ショウナンカンプ,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,54,0.0,8.2着,6.6人気,33.1,,270,0,0.0%,20.0%,0.0%,71.62,11.94,60.32
424,ヴイミー,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,42,0.0,6.6着,4.6人気,28.8,,210,0,0.0%,20.0%,0.0%,71.60,11.93,60.34
425,"Septieme Ciel",  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,126,0.0,6.2着,8.2人気,31.8,,630,0,0.0%,20.0%,0.0%,70.16,11.69,61.57
426,"Touching Wood",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,320,0.0,6.0着,7.3人気,24.9,,960,0,0.0%,33.3%,0.0%,70.97,11.83,60.87
427,チチカステナンゴ,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,125,0.0,3.0着,3.0人気,7.4,,250,0,0.0%,50.0%,0.0%,70.70,11.78,61.10
428,アカビール,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,55,0.0,3.0着,2.0人気,2.9,,110,0,0.0%,50.0%,0.0%,70.65,11.78,61.15
429,Periwinkel,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,70,0.0,3.0着,4.5人気,15.8,,140,0,0.0%,50.0%,0.0%,71.90,11.98,60.08
