順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1017,ゴールドヘイロー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,100.6,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
1018,ケラチ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,14.0人気,117.0,,,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
1019,ゲイサン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,12.0人気,83.0,,,0,0.0%,0.0%,0.0%,74.80,12.47,57.75
1020,クレバーフエラ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,63.2,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
1021,グレートセイカン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,15.0人気,134.1,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1022,グランドオペラ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,45.6,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
1023,クシロキング,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,60.7,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
1024,キングオブダービー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,132.9,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1025,キヨウエイプロミス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,4.0人気,8.6,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
1026,カリム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,99.1,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
1027,ガダボート,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,44.8,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
1028,オーバン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,19.7,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
1029,オースミメダリスト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,148.7,,,0,0.0%,0.0%,0.0%,75.80,12.63,56.99
1030,エリモホーク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.0人気,123.0,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
1031,エリモタイヨー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,202.4,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
1032,エリモジヨージ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.0人気,92.3,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
1033,エイトラツクス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,3.0人気,4.3,,,0,0.0%,0.0%,0.0%,76.00,12.67,56.84
1034,エアシャカール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,14.0人気,89.0,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
1035,インナティフ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,20.0,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
1036,イナリワン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,2.0人気,6.1,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
1037,アンフイールド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,16.0人気,391.0,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
1038,アンバロイド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,84.2,,,0,0.0%,0.0%,0.0%,75.90,12.65,56.92
1039,アンズプリテンダー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,64.4,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
1040,アルカング,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,14.6,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
1041,アラングランジユ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,36.9,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
1042,アドマイヤコジーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,16.0人気,284.0,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1043,アズマハンター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,116.2,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1044,アグネスフライト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.0人気,59.3,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
1045,アーテイカス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,42.3,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
1046,Zoffany,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,88.6,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
1047,"Ziggy's Boy",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,3.0人気,8.8,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
1048,Yonaguska,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,10.8,,,0,0.0%,0.0%,0.0%,68.90,11.48,62.70
1049,"Yes It's True",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,14.0人気,159.6,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1050,"Yankee Victor",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.0人気,69.0,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
1051,"Wolf Power",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,131.9,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1052,"With Approval",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,6.9,,,0,0.0%,0.0%,0.0%,69.60,11.60,62.07
1053,Winrightt,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,6.5,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
1054,Winning,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,14.0人気,169.4,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
1055,"Wild Zone",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,1.0人気,2.8,,,0,0.0%,0.0%,0.0%,69.20,11.53,62.43
1056,"Welsh Pageant",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,62.6,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
1057,Vitiges,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,49.9,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
1058,"Val de l'Orne",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,246.2,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
1059,Vacarme,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,33.3,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
1060,"Try My Best",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,19.5,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
1061,"Touch Gold",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,5.0人気,12.9,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
1062,Tirol,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,64.5,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
1063,"The Axe",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,145.8,,,0,0.0%,0.0%,0.0%,74.30,12.38,58.14
1064,"Tayasu Tsuyoshi",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,20.6,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
1065,Talc,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,189.9,,,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
1066,"Table Play",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,12.0人気,82.6,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1067,"Sure Blade",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,257.0,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1068,"Super Concorde",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,96.6,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
1069,"Sultry Song",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,120.7,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
1070,Starborough,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,2.0人気,4.2,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
1071,"St. Jovite",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,177.2,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
1072,"Spanish Steps",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,12.4,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1073,"Smarty Jones",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,278.1,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
1074,"Slip Anchor",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,9.0人気,17.2,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
1075,Slewpy,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,43.2,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1076,"Ski Champ",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,8.0人気,17.5,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
1077,"Sir Gaylord",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,321.4,,,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
1078,Sinndar,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,10.0人気,22.9,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1079,"Silver Series",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,138.0,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
1080,"Silver Buck",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,78.1,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
1081,Sharrood,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,29.9,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
1082,Sham,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,11.0人気,54.2,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1083,"Secret Hello",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,13.0人気,151.0,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1084,"Saint Cyrien",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,1.0人気,1.4,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
1085,"Rock of Gibraltar",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,12.0人気,72.9,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
1086,Rizzi,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,2.0人気,3.7,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
1087,"Risk Me",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,3.0人気,7.8,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
1088,"Reflected Glory",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,85.0,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
1089,"Reference Point",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,103.0,,,0,0.0%,0.0%,0.0%,76.40,12.73,56.54
1090,"Really Secret",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,191.6,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
1091,"Real Shadai",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,1.0人気,3.5,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1092,"Rare Performer",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,57.5,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
1093,"Rainy Lake",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,27.0,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
1094,"Prince John",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,11.0人気,91.8,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1095,Potrillazo,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,259.6,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
1096,"Pompeii Court",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,13.0人気,110.1,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
1097,Piccolo,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,2.0人気,4.1,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
1098,Peterhof,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.0人気,25.8,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
1099,"Persian Boy",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,208.5,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
1100,Persepolis,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,7.0人気,31.4,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
1101,Pennekamp,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,15.0人気,715.8,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
1102,"Pass Catcher",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,9.2,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
1103,"Olden Times",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,9.0人気,37.1,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
1104,Nishapour,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,35.9,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1105,"Nicholas Bill",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,5.0人気,11.6,,,0,0.0%,0.0%,0.0%,75.90,12.65,56.92
1106,"New Chapter",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,123.8,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
1107,Nassipour,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.0人気,114.0,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
1108,Naevus,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.0人気,3.8,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
1109,"Mr. Long",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,79.8,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
1110,"Mo Exception",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,14.0人気,64.3,,,0,0.0%,0.0%,0.0%,74.30,12.38,58.14
1111,"Mill George",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,220.8,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
1112,Maruzensky,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,12.0人気,74.7,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
1113,"Maria's Mon",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,16.2,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1114,Manduro,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,62.7,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
1115,"Malibu Moon",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,30.5,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
1116,Magesterial,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,26.5,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1117,Lypheor,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.0人気,21.2,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
1118,"Lucky North",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,37.3,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1119,Lorenzaccio,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,81.8,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
1120,"Lord Gayle",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,11.0人気,106.0,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
1121,Lomitas,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,7.0人気,14.3,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
1122,"Lion Heart",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,22.1,,,0,0.0%,0.0%,0.0%,69.50,11.58,62.16
1123,"Leading Counsel",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,16.3,,,0,0.0%,0.0%,0.0%,68.90,11.48,62.70
1124,"King of Kings",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,17.1,,,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
1125,Kendor,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,133.6,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
1126,"J. O. Tobin",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,134.8,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
1127,"Irish Ruler",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.0人気,8.0,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
1128,"Indian Ridge",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,6.0人気,15.9,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
1129,"In Fijar",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,11.0人気,89.0,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
1130,"Ile de Bourbon",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,11.0人気,99.0,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
1131,Icecapade,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,135.8,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
1132,Hussonet,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,14.0人気,113.4,,,0,0.0%,0.0%,0.0%,69.80,11.63,61.89
1133,"Horse Chestnut",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,49.3,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
1134,Horatius,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,12.7,,,0,0.0%,0.0%,0.0%,75.70,12.62,57.07
1135,"Honour and Glory",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,7.9,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
1136,"Honest Pleasure",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,11.0人気,125.0,,,0,0.0%,0.0%,0.0%,74.50,12.42,57.99
1137,"High Top",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,61.2,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
1138,"Head For Heights",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,10.8,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
1139,Hawaii,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.0人気,200.0,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
1140,"Hatchet Man",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,221.4,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
1141,"Harp Islet",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,27.2,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
1142,Hadeer,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.0人気,16.4,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
1143,"Great Commotion",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,98.7,,,0,0.0%,0.0%,0.0%,69.60,11.60,62.07
1144,Graustark,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,29.9,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
1145,"Grand Slam",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,13.0,,,0,0.0%,0.0%,0.0%,69.00,11.50,62.61
1146,"Grand Lodge",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,23.2,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
1147,"General Meeting",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,5.0人気,10.0,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
1148,"Garde Royale",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,75.2,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
1149,"Gallop Dyna",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,1.0人気,3.6,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
1150,"Funny Fellow",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,8.0人気,30.9,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
1151,Forceten,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,37.9,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
1152,"Far Out East",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,7.0人気,19.8,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
1153,Entrepreneur,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,6.0人気,10.9,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
1154,"Elusive Quality",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,6.0人気,12.0,,,0,0.0%,0.0%,0.0%,69.20,11.53,62.43
1155,"Elegant Air",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,13.5,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
1156,Electric,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,152.1,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
1157,"El Raggaas",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,54.5,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
1158,"Don B.",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,8.8,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
1159,"Dixieland Heat",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,3.0人気,9.7,,,0,0.0%,0.0%,0.0%,69.80,11.63,61.89
1160,Distinctive,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.0人気,10.9,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
1161,"Diamond Shoal",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,136.5,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
1162,Diablo,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,231.2,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
