順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
143,グルームダンサー,  1-  3-  0- 18/ 22,4.5%,18.2%,18.2%,16,22,50.6,8.9着,7.1人気,35.5,360,122,0,0.0%,13.6%,0.0%,72.45,12.07,59.63
144,エアジハード,  1-  3-  0-  9/ 13,7.7%,30.8%,30.8%,37,73,108.1,7.5着,7.3人気,47.6,490,240,0,0.0%,23.1%,0.0%,71.21,11.87,60.67
145,ゲイメセン,  1-  2-  3-  8/ 14,7.1%,21.4%,42.9%,73,106,69.5,5.4着,7.0人気,26.9,1030,248,0,0.0%,14.3%,21.4%,70.94,11.82,60.90
146,ラムタラ,  1-  2-  2- 22/ 27,3.7%,11.1%,18.5%,12,87,68.3,8.1着,9.0人気,76.7,340,472,0,0.0%,7.4%,7.4%,72.05,12.01,59.96
147,バゴ,  1-  2-  2- 13/ 18,5.6%,16.7%,27.8%,26,51,50.2,8.2着,7.9人気,49.7,470,232,0,0.0%,11.1%,11.1%,70.63,11.77,61.16
148,サザンヘイロー,  1-  2-  2- 10/ 15,6.7%,20.0%,33.3%,44,86,74.5,5.3着,6.9人気,34.7,660,260,0,0.0%,13.3%,13.3%,70.25,11.71,61.49
149,ケイムホーム,  1-  2-  2- 19/ 24,4.2%,12.5%,20.8%,18,93,92.9,8.0着,8.9人気,72.7,450,450,0,0.0%,8.3%,8.3%,71.19,11.87,60.68
150,メジロマックイーン,  1-  2-  1- 30/ 34,2.9%,8.8%,11.8%,11,55,65.5,7.4着,8.9人気,59.6,380,475,0,0.0%,5.9%,2.9%,72.00,12.00,60.00
151,Woodman,  1-  2-  1- 25/ 29,3.4%,10.3%,13.8%,5,32,32.9,8.0着,7.6人気,47.9,150,232,0,0.0%,6.9%,3.4%,71.73,11.96,60.22
152,ワイズカウンセラー,  1-  2-  1-  8/ 12,8.3%,25.0%,33.3%,30,68,64.4,5.8着,4.6人気,25.0,370,205,0,0.0%,16.7%,8.3%,71.78,11.96,60.18
153,ゴライタス,  1-  2-  1-  5/  9,11.1%,33.3%,44.4%,46,201,68.8,5.0着,5.3人気,24.8,420,452,0,0.0%,22.2%,11.1%,71.87,11.98,60.11
154,"Last Tycoon",  1-  2-  1-  6/ 10,10.0%,30.0%,40.0%,114,161,96.1,6.3着,6.5人気,54.7,1140,402,0,0.0%,20.0%,10.0%,70.69,11.78,61.11
155,マークオブディスティンクション,  1-  2-  0- 13/ 16,6.3%,18.8%,18.8%,20,56,111.0,7.2着,8.6人気,61.5,330,303,0,0.0%,12.5%,0.0%,71.36,11.89,60.54
156,リードワンダー,  1-  2-  0- 10/ 13,7.7%,23.1%,23.1%,19,30,59.0,7.2着,6.4人気,44.9,250,130,0,0.0%,15.4%,0.0%,71.97,11.99,60.03
157,ナグルスキー,  1-  2-  0-  7/ 10,10.0%,30.0%,30.0%,571,107,83.8,6.1着,7.6人気,89.7,5710,357,0,0.0%,20.0%,0.0%,71.53,11.92,60.39
158,イルドブルボン,  1-  2-  0-  5/  8,12.5%,37.5%,37.5%,27,126,66.8,5.4着,5.5人気,34.3,220,337,0,0.0%,25.0%,0.0%,72.11,12.02,59.90
159,"A.P. Indy",  1-  2-  0-  2/  5,20.0%,60.0%,60.0%,36,76,72.4,2.8着,2.8人気,13.3,180,127,0,0.0%,40.0%,0.0%,70.76,11.79,61.05
160,スプレンデイドモーメント,  1-  2-  0-  7/ 10,10.0%,30.0%,30.0%,41,91,95.7,7.6着,6.7人気,27.6,410,303,0,0.0%,20.0%,0.0%,71.99,12.00,60.01
161,"Redoute's Choice",  1-  2-  0-  3/  6,16.7%,50.0%,50.0%,23,85,60.1,5.3着,4.3人気,11.4,140,170,0,0.0%,33.3%,0.0%,71.02,11.84,60.83
162,"Phone Trick",  1-  2-  0-  1/  4,25.0%,75.0%,75.0%,357,235,149.8,4.8着,5.3人気,34.0,1430,313,0,0.0%,50.0%,0.0%,71.03,11.84,60.82
163,フサイチコンコルド,  1-  1-  4- 43/ 49,2.0%,4.1%,12.2%,61,39,32.1,7.8着,8.0人気,61.0,3030,390,0,0.0%,2.0%,8.2%,71.46,11.91,60.45
164,テリオス,  1-  1-  4-  4/ 10,10.0%,20.0%,60.0%,34,170,101.6,4.9着,5.9人気,24.9,340,283,0,0.0%,10.0%,40.0%,72.68,12.11,59.44
165,トウカイテイオー,  1-  1-  3- 36/ 41,2.4%,4.9%,12.2%,3,46,28.2,8.7着,7.6人気,52.6,150,382,0,0.0%,2.4%,7.3%,71.49,11.92,60.43
166,ヨハネスブルグ,  1-  1-  3- 13/ 18,5.6%,11.1%,27.8%,17,126,49.2,7.4着,6.1人気,28.5,310,454,0,0.0%,5.6%,16.7%,70.26,11.71,61.48
167,キャプテンスティーヴ,  1-  1-  3- 12/ 17,5.9%,11.8%,29.4%,21,129,63.9,7.1着,5.9人気,43.2,370,440,0,0.0%,5.9%,17.6%,71.06,11.84,60.79
168,Warning,  1-  1-  3-  3/  8,12.5%,25.0%,62.5%,128,208,114.5,4.8着,5.0人気,21.4,1030,334,0,0.0%,12.5%,37.5%,71.14,11.86,60.73
169,サクラシンゲキ,  1-  1-  2- 11/ 15,6.7%,13.3%,26.7%,222,158,43.9,5.3着,5.0人気,15.6,3340,592,0,0.0%,6.7%,13.3%,71.52,11.92,60.40
170,ダイナガリバー,  1-  1-  2-  9/ 13,7.7%,15.4%,30.8%,34,80,140.8,7.8着,9.5人気,89.5,450,260,0,0.0%,7.7%,15.4%,71.97,11.99,60.03
171,キングズベスト,  1-  1-  2-  3/  7,14.3%,28.6%,57.1%,52,108,103.4,5.9着,4.0人気,14.9,370,190,0,0.0%,14.3%,28.6%,71.36,11.89,60.54
172,パルナシヤン,  1-  1-  2-  2/  6,16.7%,33.3%,66.7%,26,188,102.6,5.8着,7.0人気,77.2,160,282,0,0.0%,16.7%,33.3%,70.98,11.83,60.86
173,"Flying Spur",  1-  1-  2-  0/  4,25.0%,50.0%,100.0%,410,240,245.4,2.3着,5.0人気,11.0,1640,240,0,0.0%,25.0%,50.0%,69.40,11.57,62.25
174,トウシヨウルチエー,  1-  1-  1- 11/ 14,7.1%,14.3%,21.4%,34,95,85.0,7.2着,7.2人気,40.4,480,447,0,0.0%,7.1%,7.1%,71.25,11.88,60.63
175,サムライハート,  1-  1-  1- 13/ 16,6.3%,12.5%,18.8%,44,53,85.2,6.1着,7.6人気,34.7,710,283,0,0.0%,6.3%,6.3%,71.55,11.93,60.38
176,ポリッシュネイビー,  1-  1-  1-  9/ 12,8.3%,16.7%,25.0%,255,72,136.7,6.4着,6.8人気,48.3,3060,290,0,0.0%,8.3%,8.3%,71.83,11.97,60.14
177,エルコンドルパサー,  1-  1-  1- 18/ 21,4.8%,9.5%,14.3%,28,20,50.3,8.7着,7.6人気,50.3,590,143,0,0.0%,4.8%,4.8%,71.41,11.90,60.49
178,"Rock of Gibraltar",  1-  1-  1-  8/ 11,9.1%,18.2%,27.3%,173,77,123.8,6.8着,8.5人気,66.2,1910,283,0,0.0%,9.1%,9.1%,69.81,11.63,61.88
179,カリスタグローリ,  1-  1-  1- 19/ 22,4.5%,9.1%,13.6%,15,63,88.8,8.9着,9.4人気,84.1,330,467,0,0.0%,4.5%,4.5%,71.63,11.94,60.31
180,オンファイア,  1-  1-  1-  7/ 10,10.0%,20.0%,30.0%,291,283,124.8,6.3着,8.1人気,44.9,2910,943,0,0.0%,10.0%,10.0%,70.48,11.75,61.29
181,ノーザンデイクテイター,  1-  1-  1- 20/ 23,4.3%,8.7%,13.0%,18,194,47.3,7.7着,7.5人気,49.4,430,1493,0,0.0%,4.3%,4.3%,72.00,12.00,60.00
182,ソヴィエトスター,  1-  1-  1- 19/ 22,4.5%,9.1%,13.6%,30,23,73.6,10.0着,10.4人気,116.8,660,170,0,0.0%,4.5%,4.5%,71.80,11.97,60.17
183,プリサイスエンド,  1-  1-  1- 17/ 20,5.0%,10.0%,15.0%,54,31,136.4,8.3着,10.5人気,90.6,1090,207,0,0.0%,5.0%,5.0%,71.01,11.84,60.84
184,"Indian Ridge",  1-  1-  1-  6/  9,11.1%,22.2%,33.3%,58,52,84.1,5.6着,5.2人気,25.9,530,157,0,0.0%,11.1%,11.1%,70.64,11.77,61.15
185,ラシアンルーブル,  1-  1-  1-  9/ 12,8.3%,16.7%,25.0%,58,137,143.5,8.0着,8.9人気,62.5,700,550,0,0.0%,8.3%,8.3%,71.78,11.96,60.19
186,Lyphard,  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,148,116,73.5,4.0着,2.2人気,5.8,740,193,0,0.0%,20.0%,20.0%,69.78,11.63,61.91
187,"Carson City",  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,810,382,401.8,3.6着,7.2人気,26.1,4050,637,0,0.0%,20.0%,20.0%,70.20,11.70,61.54
188,スーパーホーネット,  1-  1-  1-  1/  4,25.0%,50.0%,75.0%,140,142,123.1,2.5着,3.0人気,6.6,560,190,0,0.0%,25.0%,25.0%,70.28,11.71,61.47
189,オース,  1-  1-  1- 16/ 19,5.3%,10.5%,15.8%,41,81,79.8,8.4着,7.7人気,61.6,780,517,0,0.0%,5.3%,5.3%,71.43,11.90,60.48
190,スプラッシュオブカラー,  1-  1-  1-  6/  9,11.1%,22.2%,33.3%,317,107,122.8,6.4着,7.0人気,54.8,2860,323,0,0.0%,11.1%,11.1%,72.28,12.05,59.77
191,Dubawi,  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,30,88,83.0,5.0着,4.6人気,9.0,150,147,0,0.0%,20.0%,20.0%,70.28,11.71,61.47
192,エンドスウィープ,  1-  1-  0- 22/ 24,4.2%,8.3%,8.3%,6,20,34.0,8.8着,8.3人気,60.4,150,245,0,0.0%,4.2%,0.0%,71.13,11.85,60.73
193,ミシル,  1-  1-  0- 17/ 19,5.3%,10.5%,10.5%,16,12,77.1,7.4着,9.1人気,59.3,310,120,0,0.0%,5.3%,0.0%,71.35,11.89,60.54
194,フオテイテン,  1-  1-  0- 10/ 12,8.3%,16.7%,16.7%,27,60,66.0,5.5着,5.6人気,21.7,330,360,0,0.0%,8.3%,0.0%,71.09,11.85,60.77
195,カツラギエース,  1-  1-  0- 15/ 17,5.9%,11.8%,11.8%,21,19,74.6,7.9着,8.2人気,53.3,370,165,0,0.0%,5.9%,0.0%,71.97,12.00,60.02
196,アドマイヤボス,  1-  1-  0- 14/ 16,6.3%,12.5%,12.5%,31,86,115.7,8.3着,8.4人気,60.3,500,690,0,0.0%,6.3%,0.0%,71.77,11.96,60.19
197,バンブーアトラス,  1-  1-  0- 10/ 12,8.3%,16.7%,16.7%,352,97,88.6,6.7着,8.2人気,65.1,4230,585,0,0.0%,8.3%,0.0%,73.02,12.17,59.16
198,アーテイアス,  1-  1-  0-  9/ 11,9.1%,18.2%,18.2%,60,74,105.4,7.2着,6.7人気,57.0,660,410,0,0.0%,9.1%,0.0%,72.29,12.05,59.76
199,ダミスター,  1-  1-  0-  7/  9,11.1%,22.2%,22.2%,37,45,81.2,8.4着,7.7人気,83.3,340,205,0,0.0%,11.1%,0.0%,71.10,11.85,60.76
200,サクラチヨノオー,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,68,80,225.7,6.6着,7.7人気,34.4,480,280,0,0.0%,14.3%,0.0%,71.17,11.86,60.70
201,シェイヴィアン,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,182,85,157.2,4.0着,5.0人気,16.4,730,170,0,0.0%,25.0%,0.0%,70.85,11.81,60.97
202,ニューイングランド,  1-  1-  0- 16/ 18,5.6%,11.1%,11.1%,37,20,90.2,8.8着,8.0人気,81.5,680,180,0,0.0%,5.6%,0.0%,71.55,11.93,60.38
203,カーネギー,  1-  1-  0- 15/ 17,5.9%,11.8%,11.8%,10,30,56.3,10.3着,9.8人気,110.1,180,260,0,0.0%,5.9%,0.0%,72.26,12.04,59.79
204,リファーズウィッシュ,  1-  1-  0- 10/ 12,8.3%,16.7%,16.7%,30,56,136.2,7.3着,8.4人気,34.9,360,340,0,0.0%,8.3%,0.0%,70.81,11.80,61.01
205,アグネスフライト,  1-  1-  0-  7/  9,11.1%,22.2%,22.2%,27,95,136.7,8.1着,8.9人気,72.6,250,430,0,0.0%,11.1%,0.0%,71.51,11.92,60.41
206,オグリキャップ,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,36,98,96.0,5.5着,3.7人気,14.7,220,295,0,0.0%,16.7%,0.0%,72.55,12.09,59.55
207,サンダーガルチ,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,118,306,442.4,5.4着,10.2人気,63.3,590,765,0,0.0%,20.0%,0.0%,71.24,11.87,60.64
208,Kheleyf,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,126,190,273.7,2.7着,6.0人気,17.4,380,285,0,0.0%,33.3%,0.0%,69.90,11.65,61.80
209,クロコルージュ,  1-  1-  0-  7/  9,11.1%,22.2%,22.2%,66,55,145.2,6.8着,7.4人気,34.8,600,250,0,0.0%,11.1%,0.0%,71.29,11.88,60.60
210,スウィフトカレント,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,35,103,90.3,7.8着,5.2人気,29.5,210,310,0,0.0%,16.7%,0.0%,71.07,11.84,60.79
211,"Crafty Prospector",  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,22,402,99.4,7.0着,8.2人気,66.2,110,1005,0,0.0%,20.0%,0.0%,71.32,11.89,60.57
212,ファストトパーズ,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,32,72,70.5,6.0着,2.8人気,6.8,130,145,0,0.0%,25.0%,0.0%,72.15,12.03,59.88
213,ドウカンテスコ,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,37,52,76.0,4.8着,4.3人気,28.2,150,105,0,0.0%,25.0%,0.0%,71.85,11.98,60.13
214,メジロディザイヤー,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,566,193,577.1,3.7着,6.3人気,17.5,1700,290,0,0.0%,33.3%,0.0%,70.90,11.82,60.93
215,カブラヤオー,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,280,146,303.2,3.3着,3.7人気,15.0,840,220,0,0.0%,33.3%,0.0%,71.80,11.97,60.17
216,"Smart Strike",  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,103,106,189.7,3.3着,3.7人気,11.8,310,160,0,0.0%,33.3%,0.0%,70.77,11.79,61.05
217,ミナガワマンナ,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,115,155,169.9,1.5着,2.0人気,4.4,230,155,0,0.0%,50.0%,0.0%,71.35,11.89,60.55
218,スエヒロコマンダー,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,7725,1530,796.7,1.5着,8.0人気,81.5,15450,1530,0,0.0%,50.0%,0.0%,70.80,11.80,61.02
219,エイシンダンカーク,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,205,270,316.1,1.5着,4.5人気,9.0,410,270,0,0.0%,50.0%,0.0%,69.20,11.53,62.43
220,"Harp Islet",  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,70,120,88.4,1.5着,1.0人気,1.9,140,120,0,0.0%,50.0%,0.0%,70.10,11.68,61.63
221,Fasliyev,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,985,295,260.4,1.5着,4.0人気,11.4,1970,295,0,0.0%,50.0%,0.0%,70.25,11.71,61.49
222,ノーリユート,  1-  0-  4-  8/ 13,7.7%,7.7%,38.5%,12,142,78.8,6.2着,7.5人気,32.9,160,370,0,0.0%,0.0%,30.8%,71.85,11.98,60.12
223,ウイニングチケット,  1-  0-  3- 29/ 33,3.0%,3.0%,12.1%,17,62,72.6,8.9着,9.4人気,79.5,580,518,0,0.0%,0.0%,9.1%,71.59,11.93,60.35
224,ニシノエトランゼ,  1-  0-  3-  4/  8,12.5%,12.5%,50.0%,145,488,178.0,5.3着,7.5人気,46.1,1160,978,0,0.0%,0.0%,37.5%,71.05,11.84,60.80
225,サンシヤインボーイ,  1-  0-  3-  3/  7,14.3%,14.3%,57.1%,70,355,245.3,4.9着,8.1人気,62.1,490,622,0,0.0%,0.0%,42.9%,71.29,11.88,60.60
226,ノーアテンシヨン,  1-  0-  2- 16/ 19,5.3%,5.3%,15.8%,163,45,44.5,5.9着,6.7人気,54.2,3110,435,0,0.0%,0.0%,10.5%,71.74,11.96,60.22
227,ブラックタイド,  1-  0-  2- 16/ 19,5.3%,5.3%,15.8%,16,96,94.2,8.5着,9.1人気,69.4,320,610,0,0.0%,0.0%,10.5%,71.19,11.87,60.68
228,ルールオブロー,  1-  0-  2-  7/ 10,10.0%,10.0%,30.0%,677,558,425.7,5.8着,11.1人気,82.5,6770,1860,0,0.0%,0.0%,20.0%,69.65,11.61,62.02
229,バチアー,  1-  0-  2-  4/  7,14.3%,14.3%,42.9%,161,125,109.6,4.9着,5.4人気,24.1,1130,293,0,0.0%,0.0%,28.6%,71.06,11.84,60.80
230,デインヒル,  1-  0-  2- 14/ 17,5.9%,5.9%,17.6%,38,30,50.7,7.3着,6.2人気,35.7,650,173,0,0.0%,0.0%,11.8%,71.20,11.87,60.67
231,リフアーズスペシヤル,  1-  0-  2-  3/  6,16.7%,16.7%,50.0%,36,23,137.2,4.7着,5.5人気,42.5,220,140,0,0.0%,0.0%,33.3%,72.57,12.09,59.53
232,Cryptoclearance,  1-  0-  2-  2/  5,20.0%,20.0%,60.0%,104,92,98.1,3.6着,3.2人気,5.8,520,153,0,0.0%,0.0%,40.0%,71.06,11.84,60.79
233,ペンタイア,  1-  0-  2- 12/ 15,6.7%,6.7%,20.0%,331,164,277.5,7.9着,10.0人気,70.9,4970,820,0,0.0%,0.0%,13.3%,71.58,11.93,60.35
234,モガンボ,  1-  0-  2-  3/  6,16.7%,16.7%,50.0%,196,325,588.8,5.7着,9.5人気,65.8,1180,650,0,0.0%,0.0%,33.3%,71.90,11.98,60.08
235,リキアイワカタカ,  1-  0-  2-  2/  5,20.0%,20.0%,60.0%,84,112,125.8,5.0着,4.2人気,15.8,420,187,0,0.0%,0.0%,40.0%,70.62,11.77,61.17
236,アドマイヤマックス,  1-  0-  1- 32/ 34,2.9%,2.9%,5.9%,7,13,39.6,8.3着,7.4人気,36.0,240,225,0,0.0%,0.0%,2.9%,71.06,11.84,60.80
237,"Fusaichi Pegasus",  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,66,132,222.2,6.1着,8.0人気,41.7,600,595,0,0.0%,0.0%,11.1%,70.98,11.83,60.86
238,Rahy,  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,66,51,148.8,8.2着,8.0人気,42.8,600,230,0,0.0%,0.0%,11.1%,70.79,11.80,61.03
239,ビゼンニシキ,  1-  0-  1-  9/ 11,9.1%,9.1%,18.2%,39,37,131.9,7.4着,7.0人気,28.3,430,205,0,0.0%,0.0%,9.1%,71.38,11.90,60.52
240,Dayjur,  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,26,36,88.7,7.1着,5.8人気,19.3,240,165,0,0.0%,0.0%,11.1%,71.28,11.88,60.61
241,ゼネラリスト,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,76,366,283.1,6.6着,9.4人気,76.6,610,1465,0,0.0%,0.0%,12.5%,71.50,11.92,60.42
242,サニングデール,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,98,71,120.6,8.0着,5.6人気,37.5,690,250,0,0.0%,0.0%,14.3%,71.14,11.86,60.72
243,サウスヴィグラス,  1-  0-  1- 12/ 14,7.1%,7.1%,14.3%,32,52,114.5,8.6着,8.1人気,44.0,460,370,0,0.0%,0.0%,7.1%,71.19,11.87,60.68
244,レオンプライド,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,275,116,172.4,6.7着,4.8人気,12.0,1650,350,0,0.0%,0.0%,16.7%,70.58,11.76,61.20
245,タイテエム,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,95,37,154.8,3.5着,3.3人気,7.2,380,150,0,0.0%,0.0%,25.0%,72.23,12.04,59.81
246,ファスリエフ,  1-  0-  1- 10/ 12,8.3%,8.3%,16.7%,66,34,97.3,8.8着,7.0人気,30.0,800,205,0,0.0%,0.0%,8.3%,71.33,11.89,60.56
247,エアダブリン,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,58,52,194.6,8.6着,9.3人気,87.8,410,185,0,0.0%,0.0%,14.3%,71.94,11.99,60.05
248,ハイセイコー,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,76,96,168.8,3.0着,3.0人気,11.9,230,145,0,0.0%,0.0%,33.3%,71.93,11.99,60.06
249,メジロテイターン,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,97,44,157.0,7.1着,7.9人気,62.6,680,310,0,0.0%,0.0%,14.3%,72.10,12.02,59.92
250,シルヴァーエンディング,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,1402,350,427.1,6.8着,9.0人気,49.1,5610,700,0,0.0%,0.0%,25.0%,71.55,11.93,60.38
251,カンパラ,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,82,72,193.4,6.3着,6.5人気,104.3,330,145,0,0.0%,0.0%,25.0%,72.63,12.10,59.48
252,"Wekiva Springs",  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,410,290,538.7,2.0着,4.5人気,12.0,820,290,0,0.0%,0.0%,50.0%,70.20,11.70,61.54
253,"Silver Ghost",  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,95,160,150.3,2.0着,1.5人気,4.6,190,160,0,0.0%,0.0%,50.0%,69.10,11.52,62.52
254,"Red Ransom",  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,440,195,440.0,2.0着,3.0人気,8.8,880,195,0,0.0%,0.0%,50.0%,71.30,11.88,60.59
255,Glow,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,140,120,196.6,2.0着,2.5人気,4.7,280,240,0,0.0%,0.0%,50.0%,72.05,12.01,59.96
256,Diesis,  1-  0-  0- 12/ 13,7.7%,7.7%,7.7%,22,9,54.0,6.4着,5.6人気,21.0,290,120,0,0.0%,0.0%,0.0%,71.32,11.89,60.57
257,カコイーシーズ,  1-  0-  0- 12/ 13,7.7%,7.7%,7.7%,514,122,178.2,7.3着,10.2人気,93.6,6690,1590,0,0.0%,0.0%,0.0%,71.57,11.93,60.36
258,"Green Desert",  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,60,22,125.1,5.9着,6.7人気,36.5,420,160,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
259,カネミノブ,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,705,111,848.0,8.9着,11.6人気,216.3,4940,780,0,0.0%,0.0%,0.0%,72.71,12.12,59.41
260,ルドウターブル,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,215,72,221.3,5.3着,6.3人気,48.1,860,290,0,0.0%,0.0%,0.0%,71.23,11.87,60.65
261,エイシンワシントン,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,363,76,114.7,5.6着,8.4人気,62.2,2910,610,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
262,Diktat,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,78,21,145.8,6.9着,7.0人気,37.8,550,150,0,0.0%,0.0%,0.0%,70.21,11.70,61.53
263,ダノンシャンティ,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,296,32,124.3,9.0着,8.7人気,49.9,2670,290,0,0.0%,0.0%,0.0%,71.27,11.88,60.62
264,ソングオブウインド,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,70,21,258.5,7.7着,7.7人気,44.4,490,150,0,0.0%,0.0%,0.0%,71.66,11.94,60.29
265,ケントニーオー,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,162,57,461.6,4.5着,9.0人気,48.5,650,230,0,0.0%,0.0%,0.0%,71.33,11.89,60.57
266,ハイブリツジスルー,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,53,22,246.9,10.0着,9.8人気,88.1,430,180,0,0.0%,0.0%,0.0%,71.73,11.95,60.23
267,ハートレイク,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,68,31,141.6,6.9着,5.7人気,22.2,480,220,0,0.0%,0.0%,0.0%,70.74,11.79,61.07
268,"Royal Academy",  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,40,20,82.9,9.2着,6.3人気,33.0,240,120,0,0.0%,0.0%,0.0%,71.37,11.89,60.53
269,"Malibu Moon",  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,52,32,140.4,6.2着,5.0人気,14.8,260,160,0,0.0%,0.0%,0.0%,71.04,11.84,60.81
270,"Seattle Slew",  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,90,40,140.1,6.8着,2.8人気,7.5,360,160,0,0.0%,0.0%,0.0%,71.13,11.85,60.74
271,ヤマニンビツダー,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,690,195,526.0,2.5着,5.0人気,11.2,1380,390,0,0.0%,0.0%,0.0%,70.25,11.71,61.49
272,キングハイセイコー,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,145,70,233.9,2.5着,3.0人気,7.5,290,140,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
273,"Dance of Life",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,295,100,514.8,2.5着,6.5人気,23.2,590,200,0,0.0%,0.0%,0.0%,70.25,11.71,61.49
274,アラジ,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,73,25,183.0,7.6着,9.0人気,63.5,660,230,0,0.0%,0.0%,0.0%,71.27,11.88,60.62
275,サクラシヨウリ,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,126,46,133.9,8.5着,6.3人気,23.6,1010,370,0,0.0%,0.0%,0.0%,71.88,11.98,60.10
276,ウインドストース,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,36,23,150.4,6.7着,8.0人気,40.1,220,140,0,0.0%,0.0%,0.0%,71.08,11.85,60.77
277,スキャターザゴールド,  1-  0-  0-  9/ 10,10.0%,10.0%,10.0%,24,15,124.9,8.0着,7.5人気,55.0,240,150,0,0.0%,0.0%,0.0%,72.55,12.09,59.55
278,ホークアタック,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,52,26,208.3,9.0着,8.8人気,104.4,260,130,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
